project_name,version,class_name,wmc,rfc,loc,max_cc,avg_cc,cbo,ca,ce,ic,cbm,lcom,lcom3,dit,noc,mfa,npm,dam,moa,cam,amc,bug
openj9,unknown,org.openj9.test.modularity.TestClassLoaderFindResource,6,23,99,1,1.0,17,0,0,0,4,15,1.0,0,0,0.0,4,1.0,4,0.0,16.5,2
openj9,unknown,org.openj9.test.modularity.TestClassLoader,1,1,39,1,1.0,0,0,0,1,0,0,0,1,0,0.0,1,0,0,0,39.0,3
openj9,unknown,org.openj9.test.attachAPI.TestJava9AttachAPI,5,12,105,2,1.8,7,0,0,0,0,10,1.0,0,0,0.0,4,0.5,4,0,21.0,2
openj9,unknown,org.openj9.test.attachAPI.SelfAttacher,1,13,76,7,7.0,12,0,0,0,0,0,0,0,0,0.0,1,0.2,1,0,76.0,2
openj9,unknown,org.openj9.test.stackWalker.StackWalkerTest,23,86,367,7,1.8695652173913044,63,0,0,0,34,253,1.0,0,0,0.0,14,0.6666666666666666,3,0.07692307692307693,15.956521739130435,3
openj9,unknown,org.openj9.test.stackWalker.StackWalkerCallerSensitiveTest,7,16,105,3,1.7142857142857142,9,0,0,0,5,21,1.0,0,0,0.0,5,0.6666666666666666,3,1.0,15.0,2
openj9,unknown,org.openj9.test.stackWalker.MyRunnable,2,16,59,4,2.5,14,0,0,0,2,1,1.0,0,0,0.0,1,0.5,2,0,29.5,2
openj9,unknown,org.openj9.test.defineModuleAsClass.DefineModuleAsClassTest,2,8,83,1,1.0,6,0,0,0,1,1,1.0,0,0,0.0,2,0,0,0,41.5,2
openj9,unknown,org.openj9.test.constantPoolTags.ConstantPoolTagTests,5,22,142,4,2.0,17,0,0,0,6,10,1.0,0,0,0.0,4,0.5,1,0.3333333333333333,28.4,3
openj9,unknown,org.openj9.test.typeAnnotation.IbmTypeAnnotationsApiTest,8,18,111,3,1.75,10,0,1,0,0,28,1.0,0,0,0.0,7,1.0,1,0,13.875,3
openj9,unknown,org.openj9.test.java.lang.Test_System,16,44,322,7,1.9375,28,0,0,0,1,120,1.0,0,0,0.0,13,0.0,0,0,20.125,4
openj9,unknown,org.openj9.test.java.lang.Test_Thread_Extra,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
openj9,unknown,org.openj9.test.java.lang.Test_Package,2,20,127,6,4.5,18,0,0,0,3,1,1.0,0,0,0.0,1,1.0,1,0,63.5,4
openj9,unknown,org.openj9.test.java.lang.management.ThreadMXBean.ThreadMXBeanTestCase,1,4,34,1,1.0,3,0,0,1,0,0,0,1,0,0.8888888888888888,0,0,0,0,34.0,3
openj9,unknown,org.openj9.test.annotation.ContainsRuntimeAnnotationTest,16,28,447,4,1.1875,12,0,0,0,32,120,1.0,0,0,0.0,9,0.4444444444444444,4,0.2857142857142857,27.9375,3
openj9,unknown,org.openj9.test.contendedfields.TestClasses,0,0,375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
openj9,unknown,org.openj9.test.regression.Cmvc194781,1,10,120,1,1.0,9,0,0,0,0,0,0,0,0,0.0,1,0,0,0,120.0,3
openj9,unknown,org.openj9.test.jdk.internal.InternalAccessor,4,8,61,1,1.0,4,0,0,0,4,6,1.0,0,0,0.0,4,1.0,1,0.3333333333333333,15.25,3
openj9,unknown,org.openj9.test.jdk.internal.agent.Test_FileSystem,2,12,98,4,4.0,10,0,1,1,0,1,1.0,1,0,0.6666666666666666,2,0,0,0,49.0,2
openj9,unknown,org.openj9.test.typeAnnotation.IbmTypeAnnotationsApiTest,8,19,112,3,1.75,11,0,1,0,0,28,1.0,0,0,0.0,7,1.0,1,0,14.0,2
openj9,unknown,org.openj9.test.jdk.internal.agent.Test_FileSystem,2,12,98,4,4.0,10,0,1,1,0,1,1.0,1,0,0.6666666666666666,2,0,0,0,49.0,2
openj9,unknown,org.openj9.test.java.lang.Test_System,17,48,347,7,2.0,31,0,0,0,1,136,1.0,0,0,0.0,14,0.0,0,0,20.41176470588235,3
openj9,unknown,org.openj9.test.java.lang.Test_Thread_Extra,3,10,85,4,3.0,7,0,0,0,0,3,1.0,0,0,0.0,2,0,0,0,28.333333333333332,2
openj9,unknown,org.openj9.test.java.lang.Test_Package,2,22,132,6,4.5,20,0,0,0,3,1,1.0,0,0,0.0,1,1.0,1,0,66.0,3
openj9,unknown,org.openj9.test.java.lang.management.ThreadMXBean.ThreadMXBeanTestCase,1,1,35,1,1.0,0,0,0,1,0,0,0,1,0,0.8888888888888888,0,0,0,0,35.0,2
openj9,unknown,org.openj9.test.annotation.ContainsRuntimeAnnotationTest,14,27,419,4,1.2142857142857142,13,0,0,0,31,91,1.0,0,0,0.0,8,0.2857142857142857,2,0.23076923076923078,29.928571428571427,2
openj9,unknown,org.openj9.test.contendedfields.TestClasses,0,0,375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
openj9,unknown,org.openj9.test.regression.Cmvc194781,1,12,123,1,1.0,11,0,0,0,0,0,0,0,0,0.0,1,0,0,0,123.0,2
openj9,unknown,org.openj9.test.typeAnnotation.IbmTypeAnnotationsApiTest,8,19,112,3,1.75,11,0,1,0,0,28,1.0,0,0,0.0,7,1.0,1,0,14.0,2
openj9,unknown,org.openj9.test.java.lang.Test_System,19,54,399,7,2.0526315789473686,35,0,0,0,1,171,1.0,0,0,0.0,16,0.0,0,0,21.0,3
openj9,unknown,org.openj9.test.java.lang.Test_Package,2,22,132,6,4.5,20,0,0,0,3,1,1.0,0,0,0.0,1,1.0,1,0,66.0,3
openj9,unknown,org.openj9.test.java.lang.management.ThreadMXBean.ThreadMXBeanTestCase,1,4,34,1,1.0,3,0,0,1,0,0,0,1,0,0.8888888888888888,0,0,0,0,34.0,2
openj9,unknown,org.openj9.test.contendedfields.TestClasses,0,0,375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
openj9,unknown,org.openj9.test.regression.Cmvc194781,1,12,123,1,1.0,11,0,0,0,0,0,0,0,0,0.0,1,0,0,0,123.0,2
openj9,unknown,org.openj9.test.jdk.internal.agent.Test_FileSystem,2,12,98,4,4.0,10,0,1,1,0,1,1.0,1,0,0.6666666666666666,2,0,0,0,49.0,2
openj9,unknown,org.openj9.test.jdk.internal.InternalAccessor,4,8,61,1,1.0,4,0,0,0,4,6,1.0,0,0,0.0,4,1.0,1,0.3333333333333333,15.25,3
openj9,unknown,org.openj9.test.jdk.internal.InternalAccessor,4,8,61,1,1.0,4,0,0,0,4,6,1.0,0,0,0.0,4,1.0,1,0.3333333333333333,15.25,3
openj9,unknown,DupClassNameTest,2,18,67,2,1.5,16,0,0,0,1,1,1.0,0,0,0.0,1,0,0,0,33.5,2
openj9,unknown,DupClassNameTest,7,10,45,1,1.0,3,0,0,0,1,21,1.0,0,0,0.0,7,0,0,0,6.428571428571429,2
openj9,unknown,sun.misc.test.RestrictedClass,1,1,36,1,1.0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0,0,36.0,3
openj9,unknown,j9vm.test.loadLibrary.TestLoadLibrary,1,2,37,1,1.0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,37.0,2
openj9,unknown,j9vm.test.loadLibrary.TestLoadLegacyLibrary,2,5,38,1,1.0,3,0,0,0,1,1,1.0,0,0,0.0,1,0,0,0,19.0,2
openj9,unknown,j9vm.test.monitor.Helpers,5,5,62,1,1.0,0,0,0,0,0,10,1.0,0,0,0.0,5,0,0,0.6666666666666666,12.4,2
openj9,unknown,j9vm.test.memory.MemoryAllocator,12,49,379,6,2.75,37,0,0,0,16,66,1.0,0,0,0.0,3,0.7142857142857143,6,0.08108108108108109,31.583333333333332,3
openj9,unknown,j9vm.test.hashCode.ResettingLfsrMaskGenerator,2,3,51,2,1.5,1,0,0,1,0,1,1.0,1,0,0.0,2,0.0,1,0,25.5,2
openj9,unknown,j9vm.test.hashCode.TrlTest,4,10,74,2,1.5,6,0,0,0,2,6,1.0,0,0,0.0,2,1.0,0,0.0,18.5,2
openj9,unknown,j9vm.test.hashCode.TestHashConsistency,1,4,49,2,2.0,3,0,0,0,0,0,0,0,0,0.0,1,1.0,1,0,49.0,2
openj9,unknown,j9vm.test.hashCode.HashTest,11,34,214,8,2.3636363636363638,23,1,0,0,18,55,1.0,0,0,0.0,8,0.6363636363636364,4,0.0,19.454545454545453,3
openj9,unknown,j9vm.test.hashCode.HashedObjectFactory,1,1,58,6,6.0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,1,0,58.0,2
openj9,unknown,j9vm.test.hashCode.RandHashCodeGenerator,4,5,52,1,1.0,1,0,0,1,0,6,1.0,1,0,0.0,4,0.0,1,1.0,13.0,2
openj9,unknown,j9vm.test.hashCode.RunHashGen,2,7,74,7,5.5,5,0,0,0,2,1,1.0,0,0,0.0,2,0,0,1.0,37.0,2
openj9,unknown,j9vm.test.hashCode.EvenBiggerHashedObject,0,0,67,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,2
openj9,unknown,j9vm.test.hashCode.LfsrMaskGenerator,4,7,62,3,1.5,3,0,0,1,0,6,1.0,1,0,0.5,4,0.0,1,1.0,15.5,2
openj9,unknown,j9vm.test.hashCode.LinConHashCodeGenerator,2,5,55,3,2.0,3,0,0,1,0,1,1.0,1,0,0.6666666666666666,2,0.0,1,0,27.5,2
openj9,unknown,j9vm.test.hashCode.BiggerHashedObject,0,0,32,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,2
openj9,unknown,j9vm.test.hashCode.LfsrAddingMaskGenerator,2,3,52,3,2.0,1,0,0,1,0,1,1.0,1,0,0.6666666666666666,2,0.0,1,0,26.0,2
openj9,unknown,j9vm.test.hashCode.HashCollisionTest,4,13,118,6,3.5,9,0,0,0,3,6,1.0,0,0,0.0,3,0,0,0.0,29.5,2
openj9,unknown,j9vm.test.hashCode.BitStatistics,2,5,79,3,3.0,3,0,0,0,0,1,1.0,0,0,0.0,2,0.0,0,0.0,39.5,2
openj9,unknown,j9vm.test.hashCode.Statistics,10,17,137,2,1.1,7,0,0,0,4,45,1.0,0,0,0.0,10,0.0,1,0.0,13.7,2
openj9,unknown,j9vm.test.hashCode.HashcodeBenchmark,4,10,89,3,1.75,6,0,0,0,3,6,1.0,0,0,0.0,2,1.0,0,0.0,22.25,2
openj9,unknown,j9vm.test.hashCode.LinConLfsrHashGenerator,2,6,63,3,2.0,4,0,0,1,0,1,1.0,1,0,0.6666666666666666,2,0.75,2,0,31.5,2
openj9,unknown,j9vm.test.hashCode.HashStats,9,14,183,12,2.888888888888889,5,0,0,0,6,36,1.0,0,0,0.0,9,0.3333333333333333,2,0.17647058823529413,20.333333333333332,2
openj9,unknown,j9vm.test.hashCode.HashedObject,12,24,230,8,3.0833333333333335,12,0,0,0,14,66,1.0,0,0,0.0,11,0.07692307692307693,9,0.09090909090909091,19.166666666666668,2
openj9,unknown,j9vm.test.hashCode.HashcodeUnitTests,7,18,113,3,1.2857142857142858,11,0,0,0,6,21,1.0,0,0,0.0,5,0.8,3,0,16.142857142857142,2
openj9,unknown,j9vm.test.hashCode.AscendingCountObject,1,1,37,1,1.0,0,0,0,1,0,0,0,1,0,0.9230769230769231,0,0.0,0,0,37.0,2
openj9,unknown,j9vm.test.hashCode.generator.DummyGenerator,2,2,40,1,1.0,0,0,0,1,0,1,1.0,1,0,0.6666666666666666,2,0,0,0,20.0,2
openj9,unknown,j9vm.test.hashCode.generator.LinCon,2,3,44,2,1.5,1,0,0,0,1,1,1.0,0,0,0.0,2,0.0,0,1.0,22.0,2
openj9,unknown,j9vm.test.hashCode.generator.CheckLinCon,1,4,45,3,3.0,3,0,0,0,0,0,0,0,0,0.0,1,0,0,0,45.0,2
openj9,unknown,j9vm.test.hashCode.generator.Lfsr,3,4,63,5,2.3333333333333335,1,0,0,0,1,3,1.0,0,0,0.0,3,0.3333333333333333,0,0.2,21.0,2
openj9,unknown,j9vm.test.hashCode.generator.HashCodeGenerator,5,5,74,2,1.2,0,0,1,0,0,10,1.0,0,0,0.0,5,0.125,3,1.0,14.8,2
openj9,unknown,j9vm.test.hashCode.generator.CheckLfsr,1,5,55,4,4.0,4,0,0,0,0,0,0,0,0,0.0,1,0,0,0,55.0,2
openj9,unknown,j9vm.test.reflect.invoke.TestInvoke,10,18,213,3,2.8,8,0,0,0,0,45,1.0,0,0,0.0,10,0.3333333333333333,3,0,21.3,2
openj9,unknown,j9vm.test.reflect.invoke.MethodsClass,9,9,61,1,1.0,0,0,0,0,0,36,1.0,0,0,0.0,9,0,0,0.014084507042253521,6.777777777777778,2
openj9,unknown,j9vm.test.invoker.Outlier,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
openj9,unknown,j9vm.test.libpath.RtfChild,2,12,67,2,1.5,10,0,0,0,1,1,1.0,0,0,0.0,2,0,0,1.0,33.5,2
openj9,unknown,j9vm.test.libpath.Rtf,2,19,90,4,2.5,17,0,0,0,1,1,1.0,0,0,0.0,2,0,0,1.0,45.0,2
openj9,unknown,j9vm.test.arrayCopy.ArrayCopyTest,26,58,1438,23,7.153846153846154,32,0,0,0,25,263,0.8092307692307692,0,0,0.0,26,0.027777777777777776,5,0.7391304347826086,55.30769230769231,2
openj9,unknown,j9vm.test.softmx.ExpandHeapUntilOOM,1,1,53,3,3.0,0,0,0,0,0,0,0,0,0,0.0,1,1.0,0,0,53.0,2
openj9,unknown,j9vm.test.jni.PthreadTest,4,8,57,1,1.0,4,0,0,0,1,6,1.0,0,0,0.0,1,1.0,1,0,14.25,4
openj9,unknown,j9vm.test.jni.ExceptionTest,6,17,110,2,1.5,11,0,0,0,2,15,1.0,0,0,0.0,3,0.75,3,0,18.333333333333332,2
openj9,unknown,j9vm.test.jni.Utf8Test,17,43,189,2,1.2352941176470589,26,0,0,0,46,136,1.0,0,0,0.0,9,0.5,4,0.20689655172413793,11.117647058823529,2
openj9,unknown,org.openj9.test.fastresolve.FastresolveTest,3,11,137,7,3.0,8,0,0,0,2,3,1.0,0,0,0.0,2,0.25,3,0,45.666666666666664,2
openj9,unknown,org.openj9.test.fastresolve.LargeNumFieldsClass,201,401,8829,1,1.0,200,0,0,0,200,20100,1.0,0,0,0.0,201,1.0,0,0,43.92537313432836,2
openj9,unknown,org.openj9.test.fastresolve.CustomClassLoader,1,13,67,4,4.0,12,0,0,1,0,0,0,1,0,0.9583333333333334,1,1.0,1,0,67.0,2
openj9,unknown,org.openj9.test.floatsanity.TD,0,0,200,0,0,0,4,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2
openj9,unknown,org.openj9.test.floatsanity.TestFactory,1,3,108,1,1.0,2,0,0,0,0,0,0,0,0,0.0,1,0.0,1,0,108.0,2
openj9,unknown,org.openj9.test.floatsanity.D,2,4,102,1,1.0,2,19,0,0,0,1,1.0,0,0,0.0,2,0.0,0,0.0,51.0,2
openj9,unknown,org.openj9.test.floatsanity.F,2,4,81,1,1.0,2,15,0,0,0,1,1.0,0,0,0.0,2,0.0,0,0.0,40.5,2
openj9,unknown,org.openj9.test.floatsanity.ED,0,0,208,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2
openj9,unknown,org.openj9.test.floatsanity.relational.CheckFloatComparisons,5,8,179,2,1.4,3,0,1,0,0,9,0.9,0,0,0.0,5,0.0,1,0,35.8,2
openj9,unknown,org.openj9.test.floatsanity.relational.CheckDoubleComparisons,5,8,179,2,1.4,3,0,1,0,0,9,0.9,0,0,0.0,5,0.0,1,0,35.8,2
openj9,unknown,org.openj9.test.floatsanity.conversions.CheckConversionsToDouble,7,12,187,2,1.8571428571428572,5,0,2,0,0,21,1.0,0,0,0.0,7,0.0,1,0,26.714285714285715,2
openj9,unknown,org.openj9.test.floatsanity.conversions.CheckConversionsToFloat,7,12,190,2,1.8571428571428572,5,0,2,0,0,21,1.0,0,0,0.0,7,0.0,1,0,27.142857142857142,2
openj9,unknown,org.openj9.test.floatsanity.conversions.CheckConversionsFromFloat,6,9,194,2,1.8333333333333333,3,0,1,0,0,15,1.0,0,0,0.0,6,0.0,1,0,32.333333333333336,2
openj9,unknown,org.openj9.test.floatsanity.conversions.CheckConversionsFromDouble,6,9,189,2,1.8333333333333333,3,0,1,0,0,15,1.0,0,0,0.0,6,0.0,1,0,31.5,2
openj9,unknown,org.openj9.test.floatsanity.assumptions.CheckFloatAssumptions,3,11,109,3,1.6666666666666667,8,0,1,0,1,3,1.0,0,0,0.0,2,0.0,1,0,36.333333333333336,2
openj9,unknown,org.openj9.test.floatsanity.assumptions.CheckTrigAssumptions,3,11,138,3,2.3333333333333335,8,0,2,0,1,3,1.0,0,0,0.0,2,0.0,1,0,46.0,2
openj9,unknown,org.openj9.test.floatsanity.assumptions.CheckDoubleAssumptions,3,11,114,3,1.6666666666666667,8,0,1,0,1,3,1.0,0,0,0.0,2,0.0,1,0,38.0,2
openj9,unknown,org.openj9.test.floatsanity.assumptions.CheckExponentAssumptions,3,11,137,7,3.6666666666666665,8,0,2,0,1,3,1.0,0,0,0.0,2,0.0,1,0,45.666666666666664,2
openj9,unknown,org.openj9.test.floatsanity.arithmetic.CheckDenormalDoubleMinusBehaviour,2,7,113,3,2.0,5,0,0,0,0,1,1.0,0,0,0.0,2,0.0,1,0,56.5,2
openj9,unknown,org.openj9.test.floatsanity.arithmetic.CheckFloatMinusBehaviour,5,12,122,3,1.6,7,0,1,0,2,10,1.0,0,0,0.0,3,0.0,1,0,24.4,2
openj9,unknown,org.openj9.test.floatsanity.arithmetic.CheckDenormalDoublePlusBehaviour,2,7,67,3,2.0,5,0,0,0,0,1,1.0,0,0,0.0,2,0.0,1,0,33.5,2
openj9,unknown,org.openj9.test.floatsanity.arithmetic.CheckNegateDoubleBehaviour,2,6,66,2,1.5,4,0,1,0,0,1,1.0,0,0,0.0,2,0.0,1,0,33.0,2
openj9,unknown,org.openj9.test.floatsanity.arithmetic.CheckDenormalDoubleTimesBehaviour,2,7,308,3,2.0,5,0,0,0,0,1,1.0,0,0,0.0,2,0.0,1,0,154.0,2
openj9,unknown,org.openj9.test.floatsanity.arithmetic.CheckNaNFloatBehaviour,2,5,84,2,1.5,3,0,1,0,0,1,1.0,0,0,0.0,2,0.0,1,0,42.0,2
openj9,unknown,org.openj9.test.floatsanity.arithmetic.CheckNegateFloatBehaviour,2,6,66,2,1.5,4,0,1,0,0,1,1.0,0,0,0.0,2,0.0,1,0,33.0,2
openj9,unknown,org.openj9.test.floatsanity.arithmetic.CheckDenormalFloatDivBehaviour,2,7,67,3,2.0,5,0,0,0,0,1,1.0,0,0,0.0,2,0.0,1,0,33.5,2
openj9,unknown,org.openj9.test.floatsanity.arithmetic.CheckDenormalDoubleDivBehaviour,2,7,84,3,2.0,5,0,0,0,0,1,1.0,0,0,0.0,2,0.0,1,0,42.0,2
openj9,unknown,org.openj9.test.floatsanity.arithmetic.CheckFloatTimesBehaviour,5,11,131,3,1.8,6,0,1,0,2,10,1.0,0,0,0.0,3,0.0,1,0,26.2,2
openj9,unknown,org.openj9.test.floatsanity.arithmetic.CheckDoubleDivRemBehaviour,4,10,123,3,2.0,6,0,1,0,2,6,1.0,0,0,0.0,3,0.0,1,0,30.75,2
openj9,unknown,org.openj9.test.floatsanity.arithmetic.CheckDoubleMinusBehaviour,5,12,124,3,1.6,7,0,1,0,2,10,1.0,0,0,0.0,3,0.0,1,0,24.8,2
openj9,unknown,org.openj9.test.floatsanity.arithmetic.CheckDenormalFloatTimesBehaviour,2,7,143,3,2.0,5,0,0,0,0,1,1.0,0,0,0.0,2,0.0,1,0,71.5,2
openj9,unknown,org.openj9.test.floatsanity.arithmetic.CheckNaNDoubleBehaviour,2,5,84,2,1.5,3,0,1,0,0,1,1.0,0,0,0.0,2,0.0,1,0,42.0,2
openj9,unknown,org.openj9.test.floatsanity.arithmetic.CheckDenormalFloatPlusBehaviour,2,7,63,3,2.0,5,0,0,0,0,1,1.0,0,0,0.0,2,0.0,1,0,31.5,2
openj9,unknown,org.openj9.test.floatsanity.arithmetic.CheckDenormalFloatMinusBehaviour,2,7,67,3,2.0,5,0,0,0,0,1,1.0,0,0,0.0,2,0.0,1,0,33.5,2
openj9,unknown,org.openj9.test.floatsanity.arithmetic.CheckZeroFloatBehaviour,5,7,192,2,1.8,2,0,1,0,0,4,0.4,0,0,0.0,5,0.0,1,0,38.4,2
openj9,unknown,org.openj9.test.floatsanity.arithmetic.CheckDoubleTimesBehaviour,5,11,132,3,1.8,6,0,1,0,2,10,1.0,0,0,0.0,3,0.0,1,0,26.4,2
openj9,unknown,org.openj9.test.floatsanity.arithmetic.CheckDoublePlusBehaviour,5,9,109,2,1.4,4,0,1,0,2,10,1.0,0,0,0.0,3,0.0,1,0,21.8,2
openj9,unknown,org.openj9.test.floatsanity.arithmetic.CheckFloatDivRemBehaviour,4,10,123,3,2.0,6,0,1,0,2,6,1.0,0,0,0.0,3,0.0,1,0,30.75,2
openj9,unknown,org.openj9.test.floatsanity.arithmetic.CheckZeroDoubleBehaviour,5,7,192,2,1.8,2,0,1,0,0,4,0.4,0,0,0.0,5,0.0,1,0,38.4,2
openj9,unknown,org.openj9.test.floatsanity.arithmetic.CheckFloatPlusBehaviour,5,9,109,2,1.4,4,0,1,0,2,10,1.0,0,0,0.0,3,0.0,1,0,21.8,2
openj9,unknown,org.openj9.test.floatsanity.functions.CheckDoubleRoundingFunctions,7,18,205,2,1.7142857142857142,11,0,1,0,3,21,1.0,0,0,0.0,6,0.0,1,0,29.285714285714285,2
openj9,unknown,org.openj9.test.floatsanity.functions.CheckDoubleTrigFunctions,8,20,270,6,4.0,12,0,2,0,0,28,1.0,0,0,0.0,8,0.0,1,0,33.75,2
openj9,unknown,org.openj9.test.floatsanity.functions.CheckDoubleMiscFunctions,4,12,132,3,2.25,8,0,2,0,0,6,1.0,0,0,0.0,4,0.0,1,0,33.0,2
openj9,unknown,org.openj9.test.floatsanity.functions.CheckFloatMinMaxFunctions,3,10,105,5,3.6666666666666665,7,0,1,0,0,2,0.6666666666666666,0,0,0.0,3,0.0,1,0,35.0,2
openj9,unknown,org.openj9.test.floatsanity.functions.CheckFloatRoundingFunctions,3,10,108,2,1.6666666666666667,7,0,1,0,0,3,1.0,0,0,0.0,3,0.0,1,0,36.0,2
openj9,unknown,org.openj9.test.floatsanity.functions.CheckDoubleExponentFunctions,5,14,279,6,4.4,9,0,2,0,0,4,0.4,0,0,0.0,5,0.0,1,0,55.8,2
openj9,unknown,org.openj9.test.floatsanity.functions.CheckDoubleMinMaxFunctions,3,10,107,5,3.6666666666666665,7,0,0,0,0,2,0.6666666666666666,0,0,0.0,3,0.0,1,0,35.666666666666664,2
openj9,unknown,org.openj9.test.floatsanity.custom.CheckStrictMath,12,31,1489,3,2.75,19,0,0,0,1,37,0.5606060606060606,0,0,0.0,12,0.0,1,0,124.08333333333333,2
openj9,unknown,org.openj9.test.floatsanity.custom.CheckKnownProblems,14,28,233,3,1.2857142857142858,14,0,2,0,12,91,1.0,0,0,0.0,10,0.0,1,0.0,16.642857142857142,2
openj9,unknown,org.openj9.test.floatsanity.custom.Check1ULPMath,11,28,191,3,2.8181818181818183,17,0,0,0,0,55,1.0,0,0,0.0,11,0.0,1,0,17.363636363636363,2
openj9,unknown,org.openj9.test.floatsanity.custom.CheckFunctionSymmetry,4,11,80,2,1.75,7,0,1,0,0,6,1.0,0,0,0.0,4,0.0,1,0,20.0,2
openj9,unknown,org.openj9.test.gpu.SortTest,24,76,743,10,4.25,52,0,5,0,38,276,1.0,0,0,0.0,3,1.0,5,0.26908396946564883,30.958333333333332,6
openj9,unknown,org.openj9.test.typeAnnotation.TypeAnnotationUtils,6,14,269,18,5.333333333333333,8,0,0,0,24,15,1.0,0,0,0.0,0,0.043478260869565216,1,0.18421052631578946,44.833333333333336,2
openj9,unknown,org.openj9.test.typeAnnotation.TypeAnnotatedTestClassTest,22,60,277,7,1.9545454545454546,38,0,0,0,26,231,1.0,0,0,0.0,10,0.1875,15,1.0,12.590909090909092,2
openj9,unknown,org.openj9.test.ivj.Post,8,10,70,2,1.125,2,0,0,0,2,28,1.0,0,0,0.0,0,1.0,2,0,8.75,2
openj9,unknown,org.openj9.test.ivj.Disk,1,1,35,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0,1.0,0,0,35.0,2
openj9,unknown,org.openj9.test.ivj.Hanoi,7,17,78,3,1.2857142857142858,10,0,0,0,7,21,1.0,0,0,0.0,3,0.6666666666666666,2,0.6,11.142857142857142,2
openj9,unknown,org.openj9.test.ivj.TestHanoi,1,4,52,2,2.0,3,0,0,0,0,0,0,0,0,0.0,1,0.0,1,0,52.0,2
openj9,unknown,org.openj9.test.osthread.ReattachAfterExit,2,8,48,1,1.0,6,0,0,0,1,1,1.0,0,0,0.0,1,0.0,1,0,24.0,2
openj9,unknown,org.openj9.test.NoSuchMethod.AppLoaderCaller1,1,2,33,1,1.0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,33.0,2
openj9,unknown,org.openj9.test.NoSuchMethod.NoSuchMethodTests,5,31,180,5,3.2,26,0,0,0,2,10,1.0,0,0,0.0,3,0.6666666666666666,3,0.5,36.0,2
openj9,unknown,org.openj9.test.NoSuchMethod.TestInfo,3,9,76,1,1.0,6,0,1,0,1,3,1.0,0,0,0.0,2,0.0,5,0,25.333333333333332,2
openj9,unknown,org.openj9.test.NoSuchMethod.ClassInfo,5,11,68,4,2.0,6,0,0,0,6,10,1.0,0,0,0.0,5,1.0,1,0,13.6,2
openj9,unknown,org.openj9.test.NoSuchMethod.ClassGenerator,7,27,155,6,2.857142857142857,20,0,1,0,4,21,1.0,0,0,0.0,3,0.0,1,0.2765957446808511,22.142857142857142,2
openj9,unknown,org.openj9.test.NoSuchMethod.CustomClassLoader,9,21,119,2,1.2222222222222223,12,0,1,1,3,36,1.0,1,0,0.0,8,0.6666666666666666,3,0.4339622641509434,13.222222222222221,2
openj9,unknown,org.openj9.test.NoSuchMethod.AppLoaderCaller2,1,2,33,1,1.0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,33.0,2
openj9,unknown,org.openj9.test.NoSuchMethod.AppLoaderCallee,1,1,28,1,1.0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,28.0,2
openj9,unknown,org.openj9.test.vmcheck.ClassloadingTester,2,9,62,6,3.5,7,0,0,0,3,1,1.0,0,0,0.0,1,0,0,1.0,31.0,2
openj9,unknown,org.openj9.test.vmcheck.TestLoadingClassesFromJarfile,7,50,301,9,3.4285714285714284,43,0,0,0,5,21,1.0,0,0,0.0,1,0.4444444444444444,7,0.5555555555555556,43.0,5
openj9,unknown,org.openj9.test.reflect.GetMethodsTests,8,42,348,4,2.0,34,0,0,0,30,28,1.0,0,0,0.0,4,0.8571428571428571,6,0.07142857142857142,43.5,5
openj9,unknown,org.openj9.test.reflect.GetConstructorTests,1,5,45,3,3.0,4,0,0,0,0,0,0,0,0,0.0,1,0,0,0,45.0,2
openj9,unknown,org.openj9.test.reflect.GetFieldsTests,1,5,48,3,3.0,4,0,0,0,0,0,0,0,0,0.0,1,0,0,0,48.0,2
openj9,unknown,org.openj9.test.reflect.ExampleClass,6,6,57,1,1.0,0,0,0,0,0,15,1.0,0,0,0.0,6,0,0,0.2,9.5,5
openj9,unknown,org.openj9.test.reflect.GetDeclaredFieldsTests,1,5,48,3,3.0,4,0,0,0,0,0,0,0,0,0.0,1,0,0,0,48.0,2
openj9,unknown,org.openj9.test.reflect.GetDeclaredConstructorsTests,1,5,48,3,3.0,4,0,0,0,0,0,0,0,0,0.0,1,0,0,0,48.0,2
openj9,unknown,org.openj9.test.reflect.GetFieldTests,1,5,45,3,3.0,4,0,0,0,0,0,0,0,0,0.0,1,0,0,0,45.0,2
