File,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOComment,lOBlank,LOCodeAndCOmment,uniq_Op,Uniq_Opnd,total_Op,total_Opnd,branchCount,defects
runtime/oti/monhelp.h,19,15,14,9,182,975.07,0.01,91,10.72,88731.78,0.66,4929.54,28,6,47,16,25,125,57,7,FALSE
runtime/oti/algorithm_test_api.h,11,1,1,1,6,12,0.33,3,4,36,0,2,29,8,40,2,2,2,4,3,FALSE
runtime/oti/j9cp.h,42,33,33,25,434,2719.79,0,217,12.53,590193.42,2.35,32788.52,34,13,76,19,58,302,132,7,TRUE
runtime/oti/rommeth.h,25,40,40,23,375,2232.82,0.01,187.5,11.91,418654.43,1.87,23258.58,21,7,46,12,50,253,122,4,FALSE
runtime/oti/exe_api.h,11,1,1,1,6,12,0.33,3,4,36,0,2,29,8,40,2,2,2,4,3,FALSE
runtime/oti/jitserver_error.h,10,1,1,1,22,88,0.09,11,8,968,0.03,53.78,21,3,31,1,15,6,16,1,FALSE
runtime/oti/bcutil_api.h,120,9,5,39,774,5701.53,0,387,14.73,2206493.42,3,122582.97,386,69,506,9,156,389,385,35,TRUE
runtime/oti/jimagereader.h,53,4,1,6,375,2547.91,0.01,187.5,13.59,477732.37,2.04,26540.69,32,16,85,20,91,210,165,4,TRUE
runtime/oti/clang_comp.h,6,3,2,2,7,18.09,0.29,3.5,5.17,63.33,0.01,3.52,21,3,27,3,3,3,4,2,FALSE
runtime/oti/gptest_api.h,11,1,1,1,6,12,0.33,3,4,36,0,2,29,8,40,2,2,2,4,3,FALSE
runtime/oti/jvmtiInternal.h,501,66,1,74,2336,20348.44,0,1168,17.42,23766982.39,3,1320387.91,44,87,545,38,381,1360,976,70,TRUE
runtime/redirector/redirector.c,1068,289,124,54,5733,49260.56,0,2866.5,17.18,141205384.3,3,7844743.57,296,189,1364,44,342,3695,2038,318,TRUE
runtime/gc_modron_standard/StandardAccessBarrier.cpp,676,259,160,89,4314,35519.84,0,2157,16.47,76616284.71,3,4256460.26,204,129,880,30,271,2714,1600,174,TRUE
runtime/gc_modron_standard/ReferenceObjectBufferStandard.cpp,62,15,11,15,281,1722.33,0.01,140.5,12.26,241987.16,1.29,13443.73,23,17,85,20,50,176,105,8,FALSE
runtime/gc_modron_standard/ContinuationObjectBufferStandard.hpp,25,1,1,9,88,440,0.02,44,10,19360,0.24,1075.56,42,10,67,9,23,44,44,3,FALSE
runtime/gc_modron_standard/RootScannerReadBarrierVerifier.hpp,26,5,3,7,125,686.48,0.02,62.5,10.98,42905.1,0.41,2383.62,21,13,47,12,33,70,55,6,FALSE
runtime/gc_modron_standard/ContinuationObjectBufferStandard.cpp,100,28,16,26,536,3613.43,0,268,13.48,968398.25,3,53799.9,24,23,124,25,82,336,200,18,TRUE
runtime/gc_modron_standard/ReferenceObjectBufferStandard.hpp,24,1,1,8,77,370.17,0.03,38.5,9.61,14251.4,0.2,791.74,41,12,65,8,20,38,39,3,FALSE
runtime/gc_modron_standard/UnfinalizedObjectBufferStandard.cpp,63,14,10,15,293,1789.8,0.01,146.5,12.22,262205.36,1.37,14566.96,23,17,86,20,49,182,111,8,FALSE
runtime/gc_modron_standard/RootScannerReadBarrierVerifier.cpp,49,26,19,11,330,1949.27,0.01,165,11.81,321630.19,1.56,17868.34,21,10,70,17,43,223,107,11,FALSE
runtime/gc_modron_standard/UnfinalizedObjectBufferStandard.hpp,24,1,1,8,81,401.29,0.02,40.5,9.91,16252.24,0.21,902.9,42,11,66,9,22,40,41,3,FALSE
runtime/gc_modron_standard/ReadBarrierVerifier.hpp,37,6,4,19,236,1394.03,0.01,118,11.81,164495.09,1,9138.62,28,18,65,12,48,126,110,4,FALSE
runtime/gc_modron_standard/ConcurrentSweepGC.cpp,40,17,13,11,226,1281.97,0.01,113,11.34,144862.4,0.92,8047.91,33,12,73,13,38,139,87,9,FALSE
runtime/gc_modron_standard/StandardAccessBarrier.hpp,87,15,8,42,786,5510.82,0,393,14.02,2165754.08,3,120319.67,44,31,131,15,114,399,387,12,FALSE
runtime/gc_modron_standard/ConcurrentSweepGC.hpp,32,4,2,10,148,830.98,0.01,74,11.23,61492.3,0.52,3416.24,25,15,57,13,36,79,69,4,FALSE
runtime/gc_modron_standard/OwnableSynchronizerObjectBufferStandard.hpp,24,1,1,8,81,401.29,0.02,40.5,9.91,16252.24,0.21,902.9,42,11,66,9,22,40,41,3,FALSE
runtime/gc_modron_standard/OwnableSynchronizerObjectBufferStandard.cpp,63,14,10,15,293,1789.8,0.01,146.5,12.22,262205.36,1.37,14566.96,23,18,86,20,49,182,111,8,FALSE
runtime/gc_modron_standard/ReadBarrierVerifier.cpp,170,44,32,22,924,6203.96,0,462,13.43,2866230.84,3,159235.05,27,40,197,20,85,568,356,22,FALSE
runtime/gc_verbose_handler_vlhgc/VerboseHandlerOutputVLHGC.hpp,67,1,1,42,570,3827.12,0,285,13.43,1090729.18,3,60596.07,166,42,233,11,94,303,267,32,FALSE
runtime/gc_verbose_handler_vlhgc/VerboseHandlerOutputVLHGC.cpp,804,185,134,63,7113,63311.87,0,3556.5,17.8,225168650,3,12509369.45,49,147,853,34,444,4329,2784,98,FALSE
runtime/gc_verbose_handler_vlhgc/VerboseHandlerPlaceholder_vlhgc.cpp,55,17,15,2,250,1226.72,0.01,125,9.81,153340.33,0.95,8518.91,22,17,77,9,21,162,88,3,FALSE
runtime/port/aix/j9hypervisor.c,49,1,1,10,270,1649.3,0.01,135,12.22,222655.72,1.22,12369.76,45,10,94,22,47,158,112,9,TRUE
runtime/port/aix/j9ri.c,60,10,8,17,224,1283.05,0.01,112,11.46,143702.07,0.91,7983.45,71,18,131,14,39,132,92,6,FALSE
runtime/port/sysvipc/j9shsemun.h,15,1,1,2,47,232.85,0.04,23.5,9.91,5471.91,0.1,303.99,23,5,38,14,17,26,21,7,FALSE
runtime/port/sysvipc/j9shsem_deprecated.c,964,225,69,96,5390,46026.07,0,2695,17.08,124040247.9,3,6891124.88,186,153,1150,40,332,3388,2002,294,FALSE
runtime/port/sysvipc/j9shsem.c,373,45,6,71,2041,16137.96,0,1020.5,15.81,16468791.96,3,914932.89,158,90,531,30,210,1246,795,92,FALSE
runtime/port/sysvipc/j9sharedhelper.h,39,13,11,17,248,1549.49,0.01,124,12.5,192136.27,1.11,10674.24,34,14,73,13,63,124,124,3,FALSE
runtime/port/sysvipc/j9shmem.h,30,1,1,1,88,465.12,0.02,44,10.57,20465.08,0.25,1136.95,33,11,63,8,31,35,53,1,FALSE
runtime/port/sysvipc/j9SysvIPCWrappers.h,34,1,1,11,224,1363.59,0.01,112,12.17,152722.27,0.95,8484.57,25,8,59,12,56,121,103,3,FALSE
runtime/port/sysvipc/j9sharedhelper.c,582,145,48,95,2963,24828.1,0,1481.5,16.76,36782827.34,3,2043490.41,153,82,735,42,291,1952,1011,173,FALSE
runtime/port/sysvipc/j9shsem.h,30,1,1,7,119,684.83,0.02,59.5,11.51,40747.48,0.39,2263.75,25,9,55,14,40,54,65,4,FALSE
runtime/port/sysvipc/j9shmem.c,1686,468,185,178,9467,86451.29,0,4733.5,18.26,409217180.5,3,22734287.8,291,228,1977,45,516,5950,3517,508,TRUE
runtime/port/sysvipc/j9SysvIPCWrappers.c,223,25,5,23,959,6995.54,0,479.5,14.59,3354362.05,3,186353.45,29,21,252,22,135,597,362,52,FALSE
runtime/port/zos390/j9hypervisor_systemz.h,5,1,1,2,11,36.54,0.18,5.5,6.64,200.98,0.01,11.17,26,4,31,4,6,4,7,1,FALSE
runtime/port/zos390/j9sysinfo_helpers.c,128,1,1,22,759,5354.96,0,379.5,14.11,2032207.08,3,112900.39,65,33,193,28,105,455,304,24,FALSE
runtime/port/zos390/j9hypervisor.c,65,1,1,12,339,2084.76,0.01,169.5,12.3,353367.54,1.67,19631.53,44,10,109,23,48,201,138,13,TRUE
runtime/port/zos390/j9hypervisor_systemz.c,32,1,1,2,98,480.88,0.02,49,9.81,23562.89,0.27,1309.05,49,8,81,11,19,56,42,5,FALSE
runtime/port/zos390/j9sysinfo_helpers.h,112,1,1,13,397,2774.51,0.01,198.5,13.98,550739.8,2.24,30596.66,75,23,187,18,109,183,214,12,FALSE
runtime/port/zos390/j9portpg.h,20,1,1,4,77,381.47,0.03,38.5,9.91,14686.71,0.2,815.93,22,6,42,8,23,33,44,1,FALSE
runtime/port/zos390/j9csrsi.c,136,5,1,7,684,4524.46,0,342,13.23,1547365.84,3,85964.77,35,34,171,24,74,439,245,26,FALSE
runtime/port/zos390/j9gs.c,53,17,13,15,297,1768.4,0.01,148.5,11.91,262606.85,1.37,14589.27,36,14,89,22,40,185,112,10,FALSE
runtime/port/zos390/protect_helpers.c,29,5,3,6,172,955.39,0.01,86,11.11,82163.48,0.63,4564.64,33,11,62,22,25,100,72,7,FALSE
runtime/port/zos390/j9csrsi.h,16,1,1,9,89,436.71,0.02,44.5,9.81,19433.74,0.24,1079.65,75,12,91,8,22,43,46,9,FALSE
runtime/port/zos390/protect_helpers.h,5,3,2,4,37,157.17,0.05,18.5,8.5,2907.71,0.07,161.54,26,3,31,7,12,18,19,3,FALSE
runtime/port/linuxamd64/j9ri.c,49,6,6,15,167,894.71,0.01,83.5,10.72,74708.38,0.59,4150.47,22,18,71,10,31,99,68,1,FALSE
runtime/port/unix_include/j9sock.h,129,12,5,7,383,2878.51,0.01,191.5,15.03,551235.25,2.24,30624.18,41,18,170,17,166,138,245,14,TRUE
runtime/port/unix_include/j9portpg.h,31,5,1,5,127,689.14,0.02,63.5,10.85,43760.11,0.41,2431.12,22,6,53,10,33,62,65,5,FALSE
runtime/port/common/j9sysinfo.c,47,12,12,2,146,787.28,0.01,73,10.78,57471.32,0.5,3192.85,109,10,156,12,30,79,67,9,FALSE
runtime/port/common/j9port.c,319,63,32,34,1264,9818.98,0,632,15.54,6205598.51,3,344755.47,203,51,522,24,194,766,498,68,FALSE
runtime/port/common/j9sysinfo_helpers.c,33,10,7,4,133,682.19,0.02,66.5,10.26,45365.94,0.42,2520.33,54,7,87,16,19,86,47,7,FALSE
runtime/port/common/j9gp.h,9,1,1,7,89,427.85,0.02,44.5,9.61,19039.53,0.24,1057.75,21,5,30,5,23,43,46,1,FALSE
runtime/port/common/j9sockptb.c,69,29,17,11,301,1777.97,0.01,150.5,11.81,267585.1,1.38,14865.84,74,12,143,19,41,191,110,23,FALSE
runtime/port/common/j9gp.c,32,8,8,2,108,535.05,0.02,54,9.91,28892.87,0.31,1605.16,108,5,140,8,23,59,49,15,FALSE
runtime/port/common/j9process.c,58,12,12,1,242,1372.73,0.01,121,11.34,166099.96,1.01,9227.78,214,15,272,13,38,121,121,21,FALSE
runtime/port/common/j9hypervisor.c,8,2,2,1,13,48.11,0.15,6.5,7.4,312.69,0.02,17.37,26,3,34,7,6,7,6,1,FALSE
runtime/port/common/j9mem_basic.c,12,5,5,3,29,110.41,0.07,14.5,7.61,1600.99,0.05,88.94,21,3,33,7,7,20,9,1,FALSE
runtime/port/common/j9shsem_deprecated.c,66,14,14,1,299,1712.65,0.01,149.5,11.46,256040.91,1.34,14224.49,205,13,271,12,41,153,146,19,FALSE
runtime/port/common/j9shsem.c,51,11,11,1,207,1109.01,0.01,103.5,10.72,114782.87,0.79,6376.83,152,14,203,12,29,106,101,15,FALSE
runtime/port/common/j9hypervisor_vmware.h,5,1,1,2,11,36.54,0.18,5.5,6.64,200.98,0.01,11.17,26,4,31,4,6,4,7,1,FALSE
runtime/port/common/j9hypervisor_i386.h,6,1,1,2,11,36.54,0.18,5.5,6.64,200.98,0.01,11.17,26,5,32,4,6,4,7,1,FALSE
runtime/port/common/j9ri.c,49,6,6,15,167,894.71,0.01,83.5,10.72,74708.38,0.59,4150.47,84,16,133,10,31,99,68,6,FALSE
runtime/port/common/j9sysinfo_helpers.h,6,1,1,2,12,39.86,0.17,6,6.64,239.18,0.01,13.29,26,4,32,5,5,5,7,1,FALSE
runtime/port/common/j9gs.c,44,5,5,13,214,1161.22,0.01,107,10.85,124250.61,0.83,6902.81,90,10,134,10,33,117,97,8,FALSE
runtime/port/common/j9ri.h,41,1,1,4,180,1054.44,0.01,90,11.72,94899.29,0.69,5272.18,45,13,86,9,49,76,104,3,TRUE
runtime/port/common/j9hypervisor_i386.c,58,1,1,9,311,1906.21,0.01,155.5,12.26,296415.19,1.48,16467.51,41,10,99,21,49,182,129,8,TRUE
runtime/port/common/j9portcontrol.c,18,7,5,6,103,536.57,0.02,51.5,10.42,27633.55,0.3,1535.2,21,4,39,17,20,65,38,3,FALSE
runtime/port/common/j9ipcmutex.c,20,5,5,1,56,242.03,0.04,28,8.64,6776.78,0.12,376.49,82,9,102,9,11,32,24,7,FALSE
runtime/port/common/j9sock.c,72,15,14,3,283,1621,0.01,141.5,11.46,229371.71,1.25,12742.87,217,8,289,11,42,147,136,32,FALSE
runtime/port/common/j9shsem.h,13,1,1,11,159,772.42,0.01,79.5,9.72,61407.31,0.52,3411.52,22,4,35,5,24,68,91,1,FALSE
runtime/port/common/j9hypervisor_common.c,332,90,42,46,1609,12130.51,0,804.5,15.08,9758992.5,3,542166.25,199,66,531,34,152,1006,603,110,FALSE
runtime/port/common/j9shmem.c,113,23,23,9,552,3479.69,0,276,12.61,960393.6,3,53355.2,316,18,429,12,67,297,255,33,TRUE
runtime/port/common/j9hypervisor_common.h,6,1,1,2,13,44.97,0.15,6.5,6.92,292.32,0.01,16.24,26,5,32,5,6,6,7,1,FALSE
runtime/port/common/j9hypervisor.h,12,1,1,3,28,116.76,0.07,14,8.34,1634.61,0.05,90.81,28,8,40,5,13,9,19,3,FALSE
runtime/port/unix/j9sysinfo.c,653,181,86,37,3064,25153.77,0,1532,16.42,38535568.15,3,2140864.9,147,78,800,40,256,1859,1205,191,TRUE
runtime/port/unix/j9process.c,597,197,82,35,3408,27107.9,0,1704,15.91,46191863.35,3,2566214.63,104,90,701,36,212,2165,1243,200,TRUE
runtime/port/unix/j9hypervisor_systemp.c,350,1,1,32,1862,14052.32,0,931,15.09,13082707.58,3,726817.09,272,76,622,31,156,1082,780,59,FALSE
runtime/port/unix/j9ipcmutex.c,112,4,1,14,554,3541.34,0,277,12.78,980952.25,3,54497.35,106,38,218,20,64,337,217,36,FALSE
runtime/port/unix/j9hypervisor_systemp.h,5,1,1,2,11,36.54,0.18,5.5,6.64,200.98,0.01,11.17,26,4,31,4,6,4,7,1,FALSE
runtime/port/unix/j9sock.c,567,138,63,29,2461,20081.44,0,1230.5,16.32,24710216.05,3,1372789.78,274,141,841,34,252,1509,952,205,TRUE
runtime/port/unix/j9gs_s390.c,83,5,1,18,516,3298.44,0,258,12.78,850996.43,2.99,47277.58,31,16,114,26,58,321,195,9,FALSE
runtime/port/portpriv.h,296,1,1,133,2207,18118.26,0,1103.5,16.42,19993503.86,3,1110750.21,58,29,354,18,278,958,1249,7,FALSE
runtime/port/win32_include/j9sock.h,36,2,2,5,99,579.94,0.02,49.5,11.72,28707.04,0.31,1594.84,31,15,67,8,50,30,69,4,FALSE
runtime/port/win32_include/j9portpg.h,18,1,1,7,82,402.37,0.02,41,9.81,16496.97,0.22,916.5,23,2,41,9,21,38,44,2,FALSE
runtime/port/win32_include/j9shmem.h,16,1,1,2,58,302.15,0.03,29,10.42,8762.3,0.14,486.79,22,6,38,10,27,28,30,1,FALSE
runtime/port/win32_include/j9shsem.h,21,1,1,11,183,973.91,0.01,91.5,10.64,89113.02,0.67,4950.72,22,6,43,7,33,79,104,1,FALSE
runtime/port/linuxppc/j9hypervisor.c,102,11,1,17,508,3382.37,0,254,13.32,859122.34,3,47729.02,54,16,156,30,71,312,196,29,TRUE
runtime/port/linuxppc/j9ri.c,69,23,18,20,284,1710.35,0.01,142,12.04,242870.05,1.3,13492.78,72,20,141,16,49,167,117,9,FALSE
runtime/port/linux/j9hypervisor.c,14,6,5,3,30,129.66,0.07,15,8.64,1944.87,0.05,108.05,35,4,49,10,10,18,12,4,FALSE
runtime/port/linuxs390/j9hypervisor_systemz.h,5,1,1,2,11,36.54,0.18,5.5,6.64,200.98,0.01,11.17,26,4,31,4,6,4,7,1,FALSE
runtime/port/linuxs390/j9hypervisor.c,102,1,1,19,628,4144.75,0,314,13.2,1301450.01,3,72302.78,39,12,141,23,74,372,256,17,TRUE
runtime/port/linuxs390/j9hypervisor_systemz.c,542,7,1,67,2965,24297.45,0,1482.5,16.39,36020975.66,3,2001165.31,236,108,778,35,258,1784,1181,133,FALSE
runtime/port/linuxs390/j9ri.c,150,33,19,29,606,3981.33,0,303,13.14,1206343.75,3,67019.1,89,28,239,23,72,394,212,27,FALSE
runtime/port/linuxs390/j9sysinfo_helpers.h,5,1,1,2,11,36.54,0.18,5.5,6.64,200.98,0.01,11.17,34,4,39,5,5,5,6,1,FALSE
runtime/port/linuxs390/j9gs.c,63,9,4,11,288,1776.94,0.01,144,12.34,255879.13,1.34,14215.51,44,18,107,25,47,171,117,15,FALSE
runtime/port/win32/j9sysinfo.c,223,47,23,12,988,6835.84,0,494,13.84,3376903.42,3,187605.75,116,21,339,32,89,619,369,59,FALSE
runtime/port/win32/j9process.c,618,190,87,32,3417,27355.22,0,1708.5,16.01,46736391.81,3,2596466.21,85,87,703,38,219,2193,1224,192,FALSE
runtime/port/win32/j9hypervisor.c,7,3,3,2,16,59.21,0.12,8,7.4,473.66,0.02,26.31,35,4,42,7,6,9,7,3,FALSE
runtime/port/win32/j9mem_basic.c,15,4,4,4,53,246.12,0.04,26.5,9.29,6522.3,0.12,362.35,21,3,36,12,13,32,21,1,FALSE
runtime/port/win32/j9shsem_deprecated.c,373,65,23,75,2024,15641.31,0,1012,15.46,15829006.73,3,879389.26,48,75,421,32,180,1258,766,91,FALSE
runtime/port/win32/j9shsem.c,399,53,9,71,2177,16940.02,0,1088.5,15.56,18439211.87,3,1024400.66,63,71,462,34,186,1336,841,101,FALSE
runtime/port/win32/j9ipcmutex.c,56,17,11,6,196,1082.62,0.01,98,11.05,106096.58,0.75,5894.25,90,19,146,17,29,128,68,19,FALSE
runtime/port/win32/j9sock.c,518,113,45,41,2649,21772.58,0,1324.5,16.44,28837778.78,3,1602098.82,291,114,809,33,265,1630,1019,175,FALSE
runtime/port/win32/j9shmem.c,716,178,87,123,3801,32307.91,0,1900.5,17,61401190.97,3,3411177.28,93,121,809,37,325,2406,1395,157,TRUE
runtime/port/include/j9portpg.h,6,1,1,1,11,34.87,0.18,5.5,6.34,191.78,0.01,10.65,24,2,30,3,6,3,8,1,FALSE
runtime/exelib/common/memcheck.c,2546,286,1,84,16575,151699.12,0,8287.5,18.3,1257206467,3,69844803.75,595,503,3141,47,522,10223,6352,661,FALSE
runtime/exelib/common/exelib_internal.h,15,1,1,2,18,70.32,0.11,9,7.81,632.92,0.02,35.16,35,8,50,7,8,8,10,2,FALSE
runtime/exelib/common/libhlp.c,482,61,1,41,2946,23415.89,0,1473,15.9,34491605.77,3,1916200.32,82,94,564,39,208,1923,1023,145,FALSE
runtime/exelib/common/strbuf.c,50,14,8,9,338,1926.75,0.01,169,11.4,325620.52,1.58,18090.03,21,16,71,22,30,204,134,21,FALSE
runtime/exelib/common/libargs.c,254,20,1,16,1323,9485.81,0,661.5,14.34,6274863.83,3,348603.55,73,56,327,28,116,797,526,37,FALSE
runtime/codert_vm/dlt.c,144,1,1,23,872,6295.11,0,436,14.44,2744670.12,3,152481.67,34,40,178,31,118,523,349,31,FALSE
runtime/codert_vm/jithash.cpp,345,58,1,16,2656,18907.91,0,1328,14.24,25109701.15,3,1394983.4,86,90,431,38,101,1720,936,93,FALSE
runtime/codert_vm/CodertVMHelpers.cpp,280,30,1,36,1716,13441.24,0,858,15.67,11532583.29,3,640699.07,37,30,317,31,197,1043,673,42,TRUE
runtime/codert_vm/cnathelp.cpp,3573,506,178,205,20958,207628.61,0,10479,19.81,2175740237,3,120874457.6,216,341,3789,47,913,12926,8032,519,TRUE
runtime/codert_vm/cache.h,11,1,1,3,28,114.45,0.07,14,8.17,1602.29,0.05,89.02,21,7,32,7,10,14,14,1,FALSE
runtime/codert_vm/jithash.h,22,1,1,13,206,1088.79,0.01,103,10.57,112145.66,0.78,6230.31,21,6,43,7,32,105,101,1,FALSE
runtime/codert_vm/cache.c,27,1,1,7,173,955.58,0.01,86.5,11.05,82657.34,0.63,4592.07,21,8,48,13,33,110,63,2,FALSE
runtime/codert_vm/thunkcrt.c,446,19,1,48,2271,17503.41,0,1135.5,15.41,19875124.99,3,1104173.61,57,105,503,37,172,1432,839,79,FALSE
runtime/codert_vm/runtimeInstrumentation.h,11,1,1,4,28,109.39,0.07,14,7.81,1531.5,0.04,85.08,61,6,72,5,10,13,15,5,FALSE
runtime/codert_vm/jswalk.c,1584,232,22,110,9822,90189.48,0,4911,18.36,442920523.2,3,24606695.73,179,260,1763,47,534,6130,3692,426,TRUE
runtime/codert_vm/runtimeInstrumentation.c,38,1,1,4,182,987.58,0.01,91,10.85,89869.8,0.67,4992.77,32,10,70,14,29,99,83,6,FALSE
runtime/codert_vm/jitavl.c,34,19,13,6,205,1144.92,0.01,102.5,11.17,117354.02,0.8,6519.67,21,23,55,17,31,130,75,14,FALSE
runtime/codert_vm/fsdcsup.c,31,9,2,4,159,901.92,0.01,79.5,11.34,71702.29,0.58,3983.46,22,2,53,17,34,100,59,11,FALSE
runtime/codert_vm/decomp.cpp,1819,1,1,202,11923,112637.57,0,5961.5,18.89,671488893.3,3,37304938.51,440,416,2259,47,651,7092,4831,372,TRUE
runtime/gc_verbose_old/VerboseTraceOutput.cpp,59,13,9,17,268,1631.44,0.01,134,12.17,218612.97,1.21,12145.16,42,17,101,20,48,168,100,8,FALSE
runtime/gc_verbose_old/VerboseManagerOld.cpp,442,174,130,35,3354,26438.38,0,1677,15.77,44337171.29,3,2463176.18,89,91,531,27,209,2276,1078,73,FALSE
runtime/gc_verbose_old/VerboseFileLoggingOutput.cpp,278,100,57,38,1651,12088.5,0,825.5,14.64,9979059.46,3,554392.19,116,63,394,32,128,1092,559,89,FALSE
runtime/gc_verbose_old/VerboseStandardStreamOutput.hpp,29,1,1,11,162,909.58,0.01,81,11.23,73676.22,0.59,4093.12,25,17,54,12,37,88,74,3,FALSE
runtime/gc_verbose_old/VerboseManagerOld.hpp,49,5,4,28,253,1534.72,0.01,126.5,12.13,194142.15,1.12,10785.68,62,31,111,11,56,146,107,12,FALSE
runtime/gc_verbose_old/VerboseFileLoggingOutput.hpp,51,1,1,22,250,1516.52,0.01,125,12.13,189565.29,1.1,10531.4,26,21,77,13,54,133,117,2,FALSE
runtime/gc_verbose_old/VerboseTraceOutput.hpp,22,4,3,9,111,582.52,0.02,55.5,10.5,32329.86,0.34,1796.1,25,14,47,12,26,63,48,4,FALSE
runtime/gc_verbose_old/VerboseOutputAgent.cpp,24,8,7,8,101,505,0.02,50.5,10,25502.5,0.29,1416.81,29,7,53,12,20,64,37,3,FALSE
runtime/gc_verbose_old/VerboseEventStream.cpp,131,41,25,24,709,4469.38,0,354.5,12.61,1584395.41,3,88021.97,72,24,203,20,59,469,240,28,FALSE
runtime/gc_verbose_old/VerboseStandardStreamOutput.cpp,119,45,31,27,654,4391.12,0,327,13.43,1435895.12,3,79771.95,45,25,164,24,81,425,229,25,FALSE
runtime/gc_verbose_old/VerboseEventStream.hpp,43,6,5,18,249,1446.03,0.01,124.5,11.61,180030.91,1.06,10001.72,28,18,71,13,43,143,106,9,FALSE
runtime/gc_verbose_old/VerboseOutputAgent.hpp,47,2,1,13,241,1477.16,0.01,120.5,12.26,177997.44,1.05,9888.75,29,21,76,14,56,126,115,9,FALSE
runtime/gc_realtime/RealtimeAccessBarrier.hpp,93,8,5,42,731,5180.94,0,365.5,14.17,1893631.87,3,105201.77,58,33,151,15,121,383,348,14,FALSE
runtime/gc_realtime/ContinuationObjectBufferRealtime.cpp,48,16,13,13,233,1359.06,0.01,116.5,11.67,158330.88,0.98,8796.16,21,11,69,19,38,146,87,5,FALSE
runtime/gc_realtime/MetronomeAlarmThread.cpp,108,38,25,21,470,3043.59,0,235,12.95,715244.76,2.67,39735.82,44,31,152,22,67,307,163,24,FALSE
runtime/gc_realtime/UtilizationTracker.hpp,49,1,1,19,210,1260,0.01,105,12,132300,0.87,7350,39,14,88,14,50,110,100,6,FALSE
runtime/gc_realtime/Timer.hpp,35,2,1,16,146,801.81,0.01,73,10.98,58532.17,0.5,3251.79,23,10,58,11,34,79,67,2,FALSE
runtime/gc_realtime/GlobalAllocationManagerRealtime.hpp,24,1,1,6,92,451.43,0.02,46,9.81,20765.96,0.25,1153.66,27,10,51,11,19,48,44,2,FALSE
runtime/gc_realtime/RealtimeRootScanner.cpp,208,73,47,30,955,6875.69,0,477.5,14.4,3283140.59,3,182396.7,79,32,287,29,118,625,330,47,FALSE
runtime/gc_realtime/AllocationContextRealtime.cpp,108,28,16,21,593,3931.21,0,296.5,13.26,1165603.31,3,64755.74,33,23,141,24,75,374,219,24,FALSE
runtime/gc_realtime/SweepSchemeRealtime.cpp,97,20,14,21,474,3069.5,0,237,12.95,727470.94,2.7,40415.05,28,22,125,19,70,294,180,10,FALSE
runtime/gc_realtime/RealtimeMarkTask.cpp,57,13,11,18,348,2080.09,0.01,174,11.95,361936.25,1.69,20107.57,26,12,83,14,49,208,140,3,FALSE
runtime/gc_realtime/MemorySubSpaceMetronome.hpp,36,1,1,11,233,1359.06,0.01,116.5,11.67,158330.88,0.98,8796.16,28,13,64,12,45,120,113,4,FALSE
runtime/gc_realtime/ReferenceObjectBufferRealtime.hpp,21,1,1,6,64,293.44,0.03,32,9.17,9390,0.15,521.67,34,11,55,7,17,31,33,1,FALSE
runtime/gc_realtime/RealtimeSweepTask.hpp,29,1,1,7,107,553.18,0.02,53.5,10.34,29595.24,0.32,1644.18,26,9,55,12,24,56,51,3,FALSE
runtime/gc_realtime/OwnableSynchronizerObjectBufferRealtime.cpp,48,16,13,13,233,1359.06,0.01,116.5,11.67,158330.88,0.98,8796.16,21,11,69,19,38,146,87,5,FALSE
runtime/gc_realtime/RealtimeSweepTask.cpp,33,11,11,12,198,1087.39,0.01,99,10.98,107651.3,0.75,5980.63,22,10,55,12,33,120,78,1,FALSE
runtime/gc_realtime/ProcessorInfo.cpp,86,44,34,14,384,2406.45,0.01,192,12.53,462037.64,1.99,25668.76,41,10,127,28,49,256,128,14,FALSE
runtime/gc_realtime/OSInterface.hpp,46,1,1,13,153,880.5,0.01,76.5,11.51,67358.08,0.55,3742.12,31,12,77,11,43,82,71,5,FALSE
runtime/gc_realtime/Timer.cpp,99,28,20,10,410,2487.1,0,205,12.13,509854.8,2.13,28325.27,57,20,156,20,47,264,146,15,FALSE
runtime/gc_realtime/Scheduler.hpp,173,7,5,83,890,6730.4,0,445,15.12,2995026.11,3,166390.34,67,51,240,13,176,494,396,25,FALSE
runtime/gc_realtime/EnvironmentRealtime.cpp,86,29,19,10,348,2063.9,0.01,174,11.86,359118.01,1.68,19951,23,19,109,19,42,243,105,20,FALSE
runtime/gc_realtime/OwnableSynchronizerObjectBufferRealtime.hpp,21,1,1,6,68,323.33,0.03,34,9.51,10993.3,0.16,610.74,35,10,56,8,19,33,35,1,FALSE
runtime/gc_realtime/RealtimeAccessBarrier.cpp,561,226,157,82,3656,30084.56,0,1828,16.46,54994577.75,3,3055254.32,240,98,801,31,269,2346,1310,144,FALSE
runtime/gc_realtime/EnvironmentRealtime.hpp,101,25,22,25,529,3491.35,0,264.5,13.2,923463.1,3,51303.51,26,29,127,19,78,323,206,19,FALSE
runtime/gc_realtime/MemorySubSpaceMetronome.cpp,123,43,32,29,771,5176.68,0,385.5,13.43,1995611.41,3,110867.3,59,26,182,17,88,479,292,23,FALSE
