File,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOComment,lOBlank,LOCodeAndCOmment,uniq_Op,Uniq_Opnd,total_Op,total_Opnd,branchCount,defects
runtime/libffi/avr32/ffitarget.h,20,1,1,1,37,173.92,0.05,18.5,9.4,3217.45,0.07,178.75,23,12,43,5,21,10,27,2,FALSE
runtime/libffi/avr32/ffi.c,309,3,1,11,1977,14233.75,0,988.5,14.4,14070064.08,3,781670.23,48,66,357,43,104,1341,636,66,FALSE
runtime/libffi/nios2/ffitarget.h,20,1,1,1,37,173.92,0.05,18.5,9.4,3217.45,0.07,178.75,20,12,40,5,21,10,27,2,FALSE
runtime/libffi/nios2/ffi.c,160,4,1,13,1130,7777.39,0,565,13.77,4394223.45,3,244123.53,88,56,248,36,82,750,380,41,FALSE
runtime/libffi/debug.c,26,4,4,4,193,1059.93,0.01,96.5,10.98,102283.02,0.73,5682.39,26,12,52,18,27,115,78,1,FALSE
runtime/libffi/riscv/ffitarget.h,28,1,1,1,51,257.26,0.04,25.5,10.09,6560.23,0.12,364.46,29,17,57,5,28,15,36,3,FALSE
runtime/libffi/riscv/ffi.c,370,95,31,22,2717,20462.76,0,1358.5,15.06,27798664.12,3,1544370.23,71,70,441,36,149,1706,1011,127,FALSE
runtime/libffi/xtensa/ffitarget.h,20,1,1,1,37,173.92,0.05,18.5,9.4,3217.45,0.07,178.75,22,11,42,5,21,10,27,2,FALSE
runtime/libffi/xtensa/ffi.c,193,1,1,12,1117,7819,0,558.5,14,4366911.5,3,242606.19,53,52,246,36,92,721,396,50,FALSE
runtime/libffi/cris/ffitarget.h,22,1,1,2,47,235,0.04,23.5,10,5522.5,0.1,306.81,23,11,45,9,23,16,31,2,FALSE
runtime/libffi/cris/ffi.c,272,12,1,15,1529,10900.67,0,764.5,14.26,8333565.07,3,462975.84,51,63,323,38,102,1021,508,43,FALSE
runtime/libffi/closures.c,483,159,84,61,2283,18225.17,0,1141.5,15.97,20804036.5,3,1155779.81,116,128,599,42,211,1444,839,90,TRUE
runtime/libffi/arm/ffitarget.h,32,1,1,3,68,368.99,0.03,34,10.85,12545.52,0.18,696.97,25,14,57,11,32,26,42,2,FALSE
runtime/libffi/arm/ffi.c,646,1,1,28,3674,29371.25,0,1837,15.99,53954994.57,3,2997499.7,128,157,774,44,211,2368,1306,132,FALSE
runtime/cfdumper/stubs.c,32,6,6,2,142,797.29,0.01,71,11.23,56607.5,0.49,3144.86,48,8,80,9,40,84,58,1,FALSE
runtime/cfdumper/romdump.c,782,144,29,30,5020,39478.21,0,2510,15.73,99090318.26,3,5505017.68,51,155,833,41,192,3127,1893,260,TRUE
runtime/cfdumper/pvdump.c,174,32,22,9,878,5833.31,0,439,13.29,2560821.22,3,142267.85,26,32,200,31,69,547,331,32,FALSE
runtime/cfdumper/cfdumper_internal.h,12,1,1,1,6,12,0.33,3,4,36,0,2,29,7,41,2,2,2,4,2,FALSE
runtime/cfdumper/main.c,6208,951,160,105,35280,353589.14,0,17640,20.04,6237312367,3,346517353.7,424,920,6632,50,990,23155,12125,1852,TRUE
runtime/shared_common/OSCachemmap.hpp,61,1,1,36,490,3467.64,0,245,14.15,849571.71,2.99,47198.43,35,32,96,14,121,241,249,6,TRUE
runtime/shared_common/shrinit.h,286,1,1,49,1077,9425.41,0,538.5,17.5,5075584.87,3,281976.94,24,16,310,11,420,394,683,12,TRUE
runtime/shared_common/ClassDebugDataProvider.cpp,641,120,44,83,3922,32081.6,0,1961,16.36,62912024.37,3,3495112.46,190,118,831,33,257,2505,1417,150,FALSE
runtime/shared_common/CompositeCache.hpp,20,2,1,12,143,807.07,0.01,71.5,11.29,57705.61,0.5,3205.87,22,11,42,11,39,76,67,2,FALSE
runtime/shared_common/CacheMapStats.hpp,14,2,1,5,70,364.66,0.03,35,10.42,12763.16,0.18,709.06,25,6,39,11,26,35,35,3,FALSE
runtime/shared_common/ByteDataManagerImpl.cpp,297,68,32,60,1891,14574.62,0,945.5,15.41,13780299.54,3,765572.2,129,65,426,34,175,1205,686,52,TRUE
runtime/shared_common/TimestampManagerImpl.cpp,68,16,9,10,369,2284.05,0.01,184.5,12.38,421406.35,1.87,23411.46,26,14,94,23,50,232,137,15,FALSE
runtime/shared_common/ClasspathManagerImpl2.cpp,935,222,99,201,5855,52341.24,0,2927.5,17.88,153228969.3,3,8512720.51,331,177,1266,46,445,3715,2140,255,FALSE
runtime/shared_common/ScopeManager.hpp,11,1,1,4,60,300,0.03,30,10,9000,0.14,500,32,9,43,11,21,30,30,3,FALSE
runtime/shared_common/ByteDataManager.hpp,17,1,1,10,154,860.08,0.01,77,11.17,66226.49,0.55,3679.25,39,14,56,11,37,72,82,6,FALSE
runtime/shared_common/CompiledMethodManagerImpl.cpp,57,2,2,11,273,1684.39,0.01,136.5,12.34,229919.17,1.25,12773.29,40,19,97,21,51,172,101,1,FALSE
runtime/shared_common/CompiledMethodManager.hpp,80,24,22,10,352,2205.91,0.01,176,12.53,388239.96,1.77,21568.89,22,20,102,16,61,210,142,3,FALSE
runtime/shared_common/ClassDebugDataProvider.hpp,71,1,1,36,420,2819.98,0,210,13.43,592196.45,2.35,32899.8,22,11,93,11,94,233,187,4,FALSE
runtime/shared_common/UnitTest.hpp,30,1,1,2,62,329.96,0.03,31,10.64,10228.75,0.16,568.26,27,7,57,11,29,32,30,4,FALSE
runtime/shared_common/SCImplementedAPI.cpp,765,69,1,123,5104,42856.27,0,2552,16.79,109369203.1,3,6076066.84,285,125,1050,33,304,3184,1920,236,TRUE
runtime/shared_common/ROMClassResourceManager.cpp,217,58,39,50,1236,8886.62,0,618,14.38,5491933.11,3,305107.39,57,50,274,25,121,789,447,38,TRUE
runtime/shared_common/sharedconsts.h,113,6,4,5,254,1840.97,0.01,127,14.5,233803.65,1.27,12989.09,56,26,169,13,139,59,195,11,TRUE
runtime/shared_common/ROMClassManager.hpp,26,1,1,5,142,864.42,0.01,71,12.17,61373.8,0.52,3409.66,35,15,61,12,56,65,77,3,FALSE
runtime/shared_common/OSCacheFile.hpp,79,1,1,23,401,2820.4,0,200.5,14.07,565490.73,2.28,31416.15,48,29,127,15,116,181,220,4,FALSE
runtime/shared_common/ROMClassResourceManager.hpp,91,2,1,34,664,4602.01,0,332,13.86,1527867.18,3,84881.51,62,53,153,16,106,385,279,30,FALSE
runtime/shared_common/OSCachemmap.cpp,1131,274,117,225,6041,55994.79,0,3020.5,18.54,169132276.1,3,9396237.56,444,216,1575,39,578,3871,2170,291,TRUE
runtime/shared_common/SCImplementedAPI.hpp,23,3,2,14,180,1040.64,0.01,90,11.56,93658.03,0.69,5203.22,22,7,45,9,46,93,87,2,TRUE
runtime/shared_common/AttachedDataManager.hpp,109,22,19,13,524,3473.78,0,262,13.26,910131.11,3,50562.84,28,25,137,21,78,311,213,5,FALSE
runtime/shared_common/shrinit.cpp,3968,916,315,304,26218,281152.94,0,13109,21.45,3685633925,3,204757440.3,943,588,4911,50,1641,16490,9728,1187,TRUE
runtime/shared_common/OSCachesysv.hpp,141,1,1,60,955,7522.07,0,477.5,15.75,3591790.18,3,199543.9,54,68,195,15,220,473,482,9,TRUE
runtime/shared_common/CacheMap.cpp,5046,1579,784,504,33146,355728.42,0,16573,21.46,5895487129,3,327527062.7,1302,777,6348,47,1654,21155,11991,1489,TRUE
runtime/shared_common/AbstractMemoryPermission.hpp,14,2,1,7,73,374.44,0.03,36.5,10.26,13666.97,0.19,759.28,22,4,36,11,24,39,34,2,TRUE
runtime/shared_common/CompositeCache.cpp,4367,1206,517,353,25881,266106.63,0,12940.5,20.56,3443552859,3,191308492.2,1746,703,6113,43,1202,16909,8972,1427,TRUE
runtime/shared_common/ScopeManagerImpl.hpp,40,6,5,18,285,1791.34,0.01,142.5,12.57,255265.9,1.34,14181.44,33,18,73,12,66,158,127,7,TRUE
runtime/shared_common/ByteDataManagerImpl.hpp,51,1,1,23,387,2593.07,0.01,193.5,13.4,501759.08,2.1,27875.5,45,34,96,16,88,203,184,9,FALSE
runtime/shared_common/CacheMap.hpp,223,1,1,144,2441,21660.08,0,1220.5,17.75,26436124.07,3,1468673.56,85,156,308,20,449,1266,1175,7,TRUE
runtime/shared_common/OSCache.hpp,203,1,1,77,1548,12930.67,0,774,16.71,10008339.58,3,556018.87,57,79,260,17,310,743,805,14,TRUE
runtime/shared_common/ROMClassManagerImpl.cpp,402,108,51,91,2669,21669.45,0,1334.5,16.24,28917885.99,3,1606549.22,137,84,539,35,243,1713,956,102,FALSE
runtime/shared_common/TimestampManager.hpp,16,3,2,5,77,398.08,0.03,38.5,10.34,15326.24,0.21,851.46,63,7,79,13,23,44,33,10,FALSE
runtime/shared_common/Manager.hpp,99,1,1,44,735,5361.55,0,367.5,14.59,1970368.25,3,109464.9,81,52,180,16,141,385,350,13,TRUE
runtime/shared_common/OSCacheFile.cpp,489,151,85,92,2531,20601.2,0,1265.5,16.28,26070824.26,3,1448379.13,175,87,664,42,240,1634,897,138,FALSE
runtime/shared_common/OSCache.cpp,1040,242,101,133,6165,55415.24,0,3082.5,17.98,170817480.7,3,9489860.04,346,152,1386,42,466,3916,2249,318,TRUE
runtime/shared_common/CompiledMethodManagerImpl.hpp,23,1,1,8,102,542.84,0.02,51,10.64,27684.67,0.31,1538.04,22,13,45,13,27,56,46,2,FALSE
runtime/shared_common/Manager.cpp,388,79,39,80,2218,17524.12,0,1109,15.8,19434251.94,3,1079680.66,147,76,535,35,204,1407,811,76,TRUE
runtime/shared_common/AttachedDataManagerImpl.cpp,104,14,9,21,536,3591.44,0,268,13.4,962504.76,3,53472.49,55,28,159,26,78,339,197,14,FALSE
runtime/shared_common/SharedCache.hpp,50,2,1,37,612,4297.69,0,306,14.04,1315092.87,3,73060.71,35,42,85,13,117,306,306,4,FALSE
runtime/shared_common/Managers.cpp,86,1,1,6,380,2262.59,0.01,190,11.91,429892.97,1.9,23882.94,26,20,112,25,37,236,144,12,FALSE
runtime/shared_common/ROMClassManagerImpl.hpp,39,3,2,18,334,2209.31,0.01,167,13.23,368955.29,1.71,20497.52,51,30,90,13,85,180,154,9,FALSE
runtime/shared_common/ClasspathItem.hpp,68,1,1,24,389,2473.09,0.01,194.5,12.72,481015.56,2.05,26723.09,205,42,273,9,73,198,191,25,FALSE
runtime/shared_common/CacheLifecycleManager.cpp,806,97,1,101,5282,45042.13,0,2641,17.05,118956274.7,3,6608681.93,225,135,1031,38,331,3245,2037,219,TRUE
runtime/shared_common/ScopeManagerImpl.cpp,214,49,32,54,1187,8824.9,0,593.5,14.87,5237580.35,3,290976.69,73,49,287,30,143,757,430,34,TRUE
runtime/shared_common/hookhelpers.hpp,29,1,1,7,150,871.1,0.01,75,11.61,65332.74,0.54,3629.6,34,9,63,11,45,73,77,6,TRUE
runtime/shared_common/ClasspathManager.hpp,18,2,1,10,168,975.64,0.01,84,11.61,81953.39,0.63,4552.97,32,15,50,11,45,82,86,3,FALSE
runtime/shared_common/AttachedDataManagerImpl.hpp,28,1,1,11,150,871.1,0.01,75,11.61,65332.74,0.54,3629.6,23,16,51,16,40,78,72,2,FALSE
runtime/shared_common/hookhelpers.cpp,226,63,18,31,1634,12393.83,0,817,15.17,10125758.07,3,562542.11,47,27,273,33,159,1012,622,76,TRUE
runtime/shared_common/TimestampManagerImpl.hpp,18,1,1,7,121,668.35,0.02,60.5,11.05,40435.24,0.39,2246.4,37,11,55,11,35,63,58,3,FALSE
