File,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOComment,lOBlank,LOCodeAndCOmment,uniq_Op,Uniq_Opnd,total_Op,total_Opnd,branchCount,defects
src/colmap/estimators/generalized_absolute_pose_test.cc,93,18,11,30,728,4927.24,0.00,364.00,13.54,1793514.70,3.00,99639.71,34,16,127,23,86,469,259,13,true
src/colmap/estimators/pose.cc,277,84,53,55,2028,15427.67,0.00,1014.00,15.21,15643653.20,3.00,869091.84,46,56,323,29,166,1327,701,48,true
src/colmap/estimators/alignment_test.cc,190,26,19,47,1172,8367.55,0.00,586.00,14.28,4903386.75,3.00,272410.38,31,34,221,24,117,710,462,19,false
src/colmap/estimators/covariance.cc,396,164,115,71,2930,23184.77,0.00,1465.00,15.83,33965681.83,3.00,1886982.32,33,53,429,34,207,1923,1007,80,true
src/colmap/estimators/affine_transform.h,30,1,1,5,177,954.44,0.01,88.50,10.78,84467.96,0.64,4692.66,31,12,61,13,29,114,63,0,true
src/colmap/estimators/two_view_geometry.h,61,1,1,7,314,1924.59,0.01,157.00,12.26,302161.39,1.50,16786.74,98,25,159,13,57,190,124,15,true
src/colmap/estimators/essential_matrix.h,35,1,1,3,197,1055.44,0.01,98.50,10.72,103960.62,0.74,5775.59,75,16,110,14,27,125,72,1,true
src/colmap/estimators/utils.cc,70,20,14,16,570,3550.43,0.00,285.00,12.46,1011871.60,3.00,56215.09,32,15,102,26,49,366,204,12,true
src/colmap/estimators/two_view_geometry_test.cc,550,1,1,41,3247,24748.80,0.00,1623.50,15.24,40179680.47,3.00,2232204.47,37,69,587,29,168,1870,1377,45,true
src/colmap/estimators/bundle_adjustment_test.cc,737,90,57,49,5313,40688.08,0.00,2656.50,15.32,108087878.17,3.00,6004882.12,89,159,826,25,177,3125,2188,57,true
src/colmap/estimators/alignment.cc,453,162,109,89,2907,23416.71,0.00,1453.50,16.11,34036182.23,3.00,1890899.01,52,76,505,34,232,1872,1035,73,true
src/colmap/estimators/pose.h,66,1,1,8,373,2293.86,0.01,186.50,12.30,427804.08,1.89,23766.89,114,22,180,14,57,241,132,12,true
src/colmap/estimators/absolute_pose_test.cc,259,59,38,37,2553,17984.34,0.00,1276.50,14.09,22957007.70,3.00,1275389.32,44,44,303,22,110,1594,959,34,true
src/colmap/estimators/translation_transform_test.cc,35,8,5,13,296,1695.46,0.01,148.00,11.46,250928.74,1.33,13940.49,28,14,63,19,34,185,111,5,true
src/colmap/estimators/utils.h,17,1,1,3,122,604.41,0.02,61.00,9.91,36869.13,0.37,2048.28,52,8,69,12,19,85,37,0,true
src/colmap/estimators/absolute_pose.cc,448,98,46,52,5518,41936.32,0.00,2759.00,15.20,115702304.30,3.00,6427905.79,36,91,484,30,164,3585,1933,103,true
src/colmap/estimators/generalized_pose_test.cc,263,44,24,59,1694,12997.09,0.00,847.00,15.34,11008533.98,3.00,611585.22,29,33,292,31,173,1066,628,34,true
src/colmap/estimators/generalized_relative_pose.h,39,1,1,3,186,1002.97,0.01,93.00,10.78,93276.31,0.69,5182.02,54,15,93,13,29,116,70,3,true
src/colmap/estimators/affine_transform.cc,80,24,17,23,690,4553.94,0.00,345.00,13.20,1571109.25,3.00,87283.85,30,13,110,28,69,447,243,12,false
src/colmap/estimators/covariance.h,77,1,1,12,424,2738.80,0.00,212.00,12.92,580625.39,2.32,32256.97,60,22,137,16,72,264,160,18,true
src/colmap/estimators/fundamental_matrix.h,34,1,1,3,190,997.11,0.01,95.00,10.50,94725.09,0.69,5262.51,78,14,112,13,25,121,69,1,true
src/colmap/estimators/generalized_pose.cc,338,144,107,65,2654,20737.78,0.00,1327.00,15.63,27519027.80,3.00,1528834.88,39,48,377,31,194,1775,879,49,true
src/colmap/estimators/generalized_pose.h,42,1,1,4,242,1344.21,0.01,121.00,11.11,162649.47,0.99,9036.08,75,9,117,13,34,170,72,12,false
src/colmap/estimators/generalized_relative_pose.cc,660,179,156,58,6987,56507.10,0.00,3493.50,16.17,197407563.88,3.00,10967086.88,34,88,694,36,236,4169,2818,41,true
src/colmap/estimators/similarity_transform.cc,78,14,9,8,544,3186.74,0.00,272.00,11.72,866793.73,3.00,48155.21,28,11,106,18,40,356,188,7,true
src/colmap/estimators/generalized_relative_pose_test.cc,134,9,1,24,1009,6932.20,0.00,504.50,13.74,3497293.89,3.00,194294.11,37,29,171,26,91,631,378,21,true
src/colmap/estimators/coordinate_frame.cc,271,108,84,71,2154,16966.02,0.00,1077.00,15.75,18272400.85,3.00,1015133.38,43,59,314,34,201,1362,792,34,true
src/colmap/util/eigen_matchers_test.cc,45,18,18,13,421,2476.59,0.00,210.50,11.77,521322.77,2.16,28962.38,28,10,73,18,41,249,172,2,true
src/colmap/util/threading.h,213,12,5,50,1251,9247.79,0.00,625.50,14.78,5784492.08,3.00,321360.67,144,69,357,27,141,827,424,53,true
src/colmap/util/timer_test.cc,37,12,10,11,246,1271.80,0.01,123.00,10.34,156431.59,0.97,8690.64,28,7,65,13,23,153,93,7,true
src/colmap/util/misc.h,47,18,16,15,309,1832.60,0.01,154.50,11.86,283136.37,1.44,15729.80,37,17,84,22,39,210,99,7,true
src/colmap/util/logging.h,140,90,81,45,910,6459.21,0.00,455.00,14.20,2938940.18,3.00,163274.45,42,26,182,27,110,562,348,13,true
src/colmap/util/cache.h,297,63,49,38,2071,14328.97,0.00,1035.50,13.84,14837644.05,3.00,824313.56,69,76,366,27,94,1252,819,35,false
src/colmap/util/testing.cc,29,10,8,16,197,1117.47,0.01,98.50,11.34,110070.58,0.77,6115.03,29,10,58,17,34,138,59,3,true
src/colmap/util/controller_thread.h,23,7,7,7,130,687.10,0.02,65.00,10.57,44661.65,0.42,2481.20,38,9,61,14,25,87,43,4,false
src/colmap/util/testing.h,5,1,1,2,13,46.60,0.15,6.50,7.17,302.93,0.02,16.83,28,5,33,8,4,9,4,0,true
src/colmap/util/opengl_utils_test.cc,35,1,1,8,178,983.19,0.01,89.00,11.05,87504.27,0.66,4861.35,28,12,63,17,29,114,64,4,true
src/colmap/util/logging_test.cc,34,18,17,9,227,1224.06,0.01,113.50,10.78,138930.36,0.89,7718.35,28,9,62,15,27,161,66,6,true
src/colmap/util/version.h,6,1,1,3,19,70.31,0.11,9.50,7.40,667.93,0.03,37.11,28,6,34,8,5,14,5,0,true
src/colmap/util/ply.h,52,1,1,12,295,1647.56,0.01,147.50,11.17,243015.68,1.30,13500.87,31,13,83,12,36,183,112,4,true
src/colmap/util/endian_test.cc,162,1,1,15,1524,9965.68,0.00,762.00,13.08,7593846.66,3.00,421880.37,28,21,190,18,75,988,536,24,true
src/colmap/util/timer.h,25,1,1,14,95,483.31,0.02,47.50,10.17,22957.18,0.27,1275.40,28,9,53,8,26,64,31,0,true
src/colmap/util/endian.h,89,29,23,7,530,3077.90,0.00,265.00,11.61,815643.00,2.91,45313.50,38,20,127,21,35,324,206,22,true
src/colmap/util/string.h,27,1,1,16,190,1017.93,0.01,95.00,10.72,96703.81,0.70,5372.43,52,16,79,12,29,146,44,4,false
src/colmap/util/cuda.cc,46,7,5,15,282,1692.00,0.01,141.00,12.00,238572.00,1.28,13254.00,29,13,75,25,39,181,101,7,true
src/colmap/util/file_test.cc,202,31,30,14,514,3328.53,0.00,257.00,12.95,855431.43,3.00,47523.97,30,30,232,17,72,285,229,27,true
src/colmap/util/file.h,70,16,16,38,566,3709.90,0.00,283.00,13.11,1049900.93,3.00,58327.83,74,43,144,18,76,414,152,20,true
src/colmap/util/cache_test.cc,346,228,215,27,3421,22317.11,0.00,1710.50,13.05,38173408.88,3.00,2120744.94,28,66,374,21,71,2206,1215,46,false
src/colmap/util/cudacc.cc,51,30,27,14,277,1579.02,0.01,138.50,11.40,218694.52,1.21,12149.70,29,10,80,17,35,180,97,11,true
src/colmap/util/eigen_matchers.h,59,25,22,12,418,2488.85,0.00,209.00,11.91,520170.50,2.16,28898.36,28,15,87,21,41,258,160,5,false
src/colmap/util/threading_test.cc,697,179,139,55,4770,35542.28,0.00,2385.00,14.90,84768330.65,3.00,4709351.70,48,155,745,29,146,3143,1627,128,true
src/colmap/util/types.h,238,5,1,26,1762,13417.12,0.00,881.00,15.23,11820481.61,3.00,656693.42,64,57,302,35,161,1053,709,23,true
src/colmap/util/logging.cc,30,10,8,6,119,628.96,0.02,59.50,10.57,37423.29,0.37,2079.07,28,6,58,18,21,82,37,7,true
src/colmap/util/string_test.cc,213,55,54,17,1490,9599.99,0.00,745.00,12.89,7151989.43,3.00,397332.75,45,19,258,17,70,1050,440,14,false
src/colmap/util/threading.cc,207,60,47,37,1219,8404.78,0.00,609.50,13.79,5122715.15,3.00,284595.29,28,45,235,29,90,859,360,46,true
src/colmap/util/cudacc.h,23,3,3,9,105,558.80,0.02,52.50,10.64,29337.13,0.32,1629.84,28,11,51,13,27,62,43,0,true
src/colmap/util/misc.cc,98,33,22,13,585,3523.09,0.00,292.50,12.04,1030502.41,3.00,57250.13,28,12,126,25,40,429,156,28,true
src/colmap/util/base_controller.h,21,2,2,10,110,568.69,0.02,55.00,10.34,31278.05,0.33,1737.67,41,11,62,13,23,77,33,2,false
src/colmap/util/gtest_main.cc,7,3,3,4,50,240.37,0.04,25.00,9.61,6009.19,0.11,333.84,28,2,35,16,12,33,17,1,false
src/colmap/util/opengl_utils.cc,81,24,21,34,414,2700.75,0.00,207.00,13.05,559056.21,2.26,31058.68,30,13,111,23,69,280,134,15,true
src/colmap/util/sqlite3_utils.h,33,12,10,9,145,822.50,0.01,72.50,11.34,59631.37,0.51,3312.85,28,9,61,20,31,95,50,7,true
src/colmap/util/eigen_alignment.h,66,27,26,8,367,2306.74,0.01,183.50,12.57,423287.27,1.88,23515.96,31,13,97,20,58,215,152,7,false
src/colmap/util/glog_macros.h,31,19,15,7,93,401.94,0.02,46.50,8.64,18690.18,0.23,1038.34,36,13,67,7,13,48,45,4,false
src/colmap/util/cuda.h,5,1,1,3,14,48.43,0.14,7.00,6.92,339.02,0.02,18.83,28,5,33,5,6,8,6,0,true
src/colmap/util/opengl_utils.h,42,5,3,4,153,872.17,0.01,76.50,11.40,66720.80,0.55,3706.71,46,17,88,14,38,89,64,7,true
src/colmap/util/ply.cc,382,1,1,28,2688,19558.22,0.00,1344.00,14.55,26286250.91,3.00,1460347.27,32,74,414,35,120,1838,850,98,false
src/colmap/util/enum_utils_test.cc,37,14,14,9,294,1553.91,0.01,147.00,10.57,228424.51,1.25,12690.25,28,8,65,13,26,190,104,2,false
src/colmap/util/misc_test.cc,80,24,24,13,840,4811.45,0.00,420.00,11.46,2020810.34,3.00,112267.24,28,15,108,16,37,579,261,5,true
src/colmap/util/enum_utils.h,48,31,29,15,350,2075.76,0.01,175.00,11.86,363257.66,1.70,20180.98,37,12,85,23,38,222,128,11,false
src/colmap/util/base_controller.cc,28,20,18,15,179,952.63,0.01,89.50,10.64,85259.95,0.65,4736.66,28,10,56,18,22,126,53,5,true
src/colmap/util/file.cc,384,172,136,68,2679,21324.85,0.00,1339.50,15.92,28564630.11,3.00,1586923.90,33,72,417,39,210,1904,775,76,true
src/colmap/util/types_test.cc,65,39,38,11,603,3517.23,0.00,301.50,11.67,1060445.65,3.00,58913.65,28,11,93,20,37,415,188,10,false
src/colmap/util/string.cc,172,84,70,34,1163,8154.06,0.00,581.50,14.02,4741584.32,3.00,263421.35,71,46,243,30,99,795,368,37,true
src/colmap/util/timer.cc,52,25,23,14,326,1839.90,0.01,163.00,11.29,299903.23,1.49,16661.29,28,17,80,19,31,237,89,10,true
src/colmap/util/endian.cc,23,5,3,2,55,267.19,0.04,27.50,9.72,7347.70,0.13,408.21,30,8,53,13,16,36,19,4,true
src/colmap/mvs/mat_test.cc,58,19,19,11,547,2949.60,0.00,273.50,10.78,806714.95,2.89,44817.50,28,14,86,12,30,317,230,4,false
src/colmap/mvs/cuda_flip.h,64,1,1,4,410,2504.50,0.00,205.00,12.22,513421.48,2.14,28523.42,33,19,97,22,47,229,181,8,true
src/colmap/mvs/depth_map.h,29,2,2,9,155,879.23,0.01,77.50,11.34,68140.01,0.56,3785.56,31,15,60,16,35,92,63,0,true
src/colmap/mvs/workspace.cc,230,99,77,61,1788,13232.77,0.00,894.00,14.80,11830098.55,3.00,657227.70,31,38,261,30,139,1160,628,46,true
src/colmap/mvs/consistency_graph_test.cc,65,1,1,6,502,2875.42,0.00,251.00,11.46,721729.43,2.68,40096.08,28,8,93,19,34,304,198,8,true
src/colmap/mvs/normal_map_test.cc,62,27,27,16,597,3403.16,0.00,298.50,11.40,1015844.01,3.00,56435.78,28,9,90,13,39,352,245,5,true
src/colmap/mvs/image.h,72,1,1,20,421,2646.15,0.00,210.50,12.57,557015.49,2.26,30945.30,31,27,103,14,64,277,144,0,true
src/colmap/mvs/meshing.cc,768,226,148,140,5354,46004.01,0.00,2677.00,17.18,123152748.09,3.00,6841819.34,98,190,866,38,348,3432,1922,138,true
src/colmap/mvs/mat.h,93,21,20,19,644,3892.59,0.00,322.00,12.09,1253413.92,3.00,69634.11,31,28,124,19,47,365,279,7,true
src/colmap/mvs/cuda_texture.h,121,13,13,20,739,4832.44,0.00,369.50,13.08,1785585.97,3.00,99199.22,32,29,153,18,75,427,312,2,false
src/colmap/mvs/gpu_mat.h,352,50,39,36,2577,18726.51,0.00,1288.50,14.53,24129106.74,3.00,1340505.93,38,70,390,28,126,1507,1070,32,true
src/colmap/mvs/fusion.h,91,1,1,17,498,3396.45,0.00,249.00,13.64,845715.83,2.98,46984.21,61,31,152,16,97,338,160,9,true
src/colmap/mvs/patch_match_options.cc,62,6,5,10,351,2106.00,0.01,175.50,12.00,369603.00,1.72,20533.50,31,8,93,17,47,216,135,3,false
src/colmap/mvs/meshing.h,36,1,1,6,159,906.37,0.01,79.50,11.40,72056.41,0.58,4003.13,71,22,107,14,38,95,64,9,false
src/colmap/mvs/cuda_rotate.h,50,1,1,2,250,1482.68,0.01,125.00,11.86,185335.54,1.08,10296.42,32,18,82,21,40,139,111,2,true
src/colmap/mvs/fusion.cc,437,170,128,105,3219,26519.42,0.00,1609.50,16.48,42683014.31,3.00,2371278.57,53,85,490,39,263,2059,1160,69,true
src/colmap/mvs/workspace.h,76,1,1,20,395,2576.81,0.01,197.50,13.05,508919.38,2.12,28273.30,38,28,114,18,74,246,149,3,true
src/colmap/mvs/patch_match.h,71,1,1,14,276,1739.84,0.01,138.00,12.61,240098.40,1.29,13338.80,68,24,139,15,64,181,95,5,true
src/colmap/mvs/patch_match.cc,384,167,129,81,2843,22496.34,0.00,1421.50,15.83,31978553.54,3.00,1776586.31,42,91,426,35,206,1873,970,74,true
src/colmap/mvs/patch_match_options.h,34,1,1,3,134,756.28,0.01,67.00,11.29,50670.54,0.46,2815.03,65,27,99,11,39,81,53,9,false
src/colmap/mvs/consistency_graph.cc,82,11,8,19,592,3753.19,0.00,296.00,12.68,1110944.60,3.00,61719.14,28,22,110,25,56,375,217,9,true
src/colmap/mvs/cuda_transpose.h,67,1,1,4,416,2541.15,0.00,208.00,12.22,528558.40,2.18,29364.36,33,19,100,22,47,231,185,8,true
src/colmap/mvs/depth_map_test.cc,61,33,33,18,577,3365.58,0.00,288.50,11.67,970969.12,3.00,53942.73,28,9,89,13,44,346,231,5,false
src/colmap/mvs/depth_map.cc,85,28,20,29,579,3812.69,0.00,289.50,13.17,1103774.71,3.00,61320.82,28,19,113,23,73,365,214,20,true
src/colmap/mvs/image.cc,103,9,7,25,1004,6860.22,0.00,502.00,13.67,3443831.23,3.00,191323.96,28,20,131,24,90,610,394,11,true
src/colmap/mvs/normal_map.h,18,1,1,5,67,328.76,0.03,33.50,9.81,11013.52,0.17,611.86,29,8,47,10,20,38,29,0,true
src/colmap/mvs/model.h,45,1,1,13,235,1370.73,0.01,117.50,11.67,161060.68,0.99,8947.82,43,17,88,12,45,180,55,3,true
src/colmap/mvs/patch_match_cuda.h,61,1,1,15,278,1772.26,0.01,139.00,12.75,246344.27,1.31,13685.79,54,23,115,14,69,173,105,5,true
src/colmap/mvs/normal_map.cc,78,19,10,24,637,4185.00,0.00,318.50,13.14,1332921.87,3.00,74051.22,30,18,108,29,66,395,242,20,true
src/colmap/mvs/consistency_graph.h,27,1,1,7,105,558.80,0.02,52.50,10.64,29337.13,0.32,1629.84,37,12,64,12,28,66,39,1,true
src/colmap/mvs/model.cc,347,61,21,72,2763,21481.74,0.00,1381.50,15.55,29677019.18,3.00,1648723.29,30,74,377,34,185,1806,957,68,true
src/colmap/mvs/gpu_mat_ref_image.h,44,1,1,8,185,1101.53,0.01,92.50,11.91,101891.18,0.73,5660.62,34,15,78,17,45,102,83,1,true
src/colmap/mvs/mat.cc,32,1,1,9,203,1094.64,0.01,101.50,10.78,111106.00,0.77,6172.56,28,9,60,14,28,132,71,1,true
src/colmap/mvs/gpu_mat_prng.h,12,1,1,3,35,156.08,0.06,17.50,8.92,2731.40,0.07,151.74,28,6,40,9,13,19,16,0,true
src/colmap/sfm/incremental_triangulator.h,78,1,1,20,459,3106.60,0.00,229.50,13.54,712963.92,2.66,39609.11,98,48,176,16,93,261,198,23,true
src/colmap/sfm/incremental_mapper_impl.h,48,1,1,7,240,1340.39,0.01,120.00,11.17,160846.92,0.99,8935.94,40,10,88,10,38,142,98,2,false
src/colmap/sfm/incremental_triangulator_test.cc,19,1,1,4,63,309.13,0.03,31.50,9.81,9737.72,0.15,540.98,28,5,47,13,17,38,25,1,false
src/colmap/sfm/incremental_mapper.cc,801,228,146,104,5045,42981.56,0.00,2522.50,17.04,108420997.45,3.00,6023388.75,121,153,922,39,328,3169,1876,152,true
src/colmap/sfm/incremental_mapper_impl.cc,541,184,119,76,3557,29269.91,0.00,1778.50,16.46,52056531.52,3.00,2892029.53,94,103,635,40,260,2294,1263,104,false
src/colmap/sfm/incremental_mapper.h,138,1,1,37,722,5266.72,0.00,361.00,14.59,1901284.54,3.00,105626.92,155,70,293,13,144,407,315,35,true
src/colmap/sfm/observation_manager.h,104,1,1,28,554,3749.57,0.00,277.00,13.54,1038632.03,3.00,57701.78,78,42,182,14,95,311,243,4,false
src/colmap/sfm/observation_manager.cc,399,129,75,59,2574,20112.67,0.00,1287.00,15.63,25885009.88,3.00,1438056.10,53,66,452,34,191,1577,997,81,true
src/colmap/sfm/observation_manager_test.cc,362,165,159,55,3428,24439.18,0.00,1714.00,14.26,41888758.26,3.00,2327153.24,28,25,390,21,119,2039,1389,19,true
src/colmap/sfm/incremental_triangulator.cc,561,152,77,61,3598,28844.48,0.00,1799.00,16.03,51891212.72,3.00,2882845.15,73,138,634,36,223,2274,1324,118,true
src/colmap/feature/sift_test.cc,754,29,7,56,5887,46259.93,0.00,2943.50,15.72,136166116.08,3.00,7564784.23,32,132,786,26,206,3569,2318,50,true
src/colmap/feature/extractor.cc,50,19,15,13,222,1283.46,0.01,111.00,11.56,142464.27,0.91,7914.68,28,10,78,21,34,154,68,11,true
src/colmap/feature/index_test.cc,78,38,34,25,622,4027.91,0.00,311.00,12.95,1252678.83,3.00,69593.27,28,18,106,23,66,392,230,8,false
src/colmap/feature/types.cc,68,26,26,16,426,2440.09,0.00,213.00,11.46,519740.05,2.15,28874.45,28,16,96,15,38,266,160,6,false
src/colmap/feature/index.cc,99,22,17,19,584,3921.12,0.00,292.00,13.43,1144966.86,3.00,63609.27,29,18,128,25,80,369,215,10,true
src/colmap/feature/matcher.cc,231,92,77,42,1563,11499.85,0.00,781.50,14.72,8987135.73,3.00,499285.32,34,43,265,26,138,1044,519,45,true
src/colmap/feature/utils_test.cc,74,26,22,24,704,4450.64,0.00,352.00,12.64,1566624.36,3.00,87034.69,28,12,102,20,60,435,269,9,true
src/colmap/feature/extractor.h,29,1,1,8,120,677.26,0.02,60.00,11.29,40635.76,0.39,2257.54,32,18,61,15,35,70,50,3,false
src/colmap/feature/matcher.h,103,1,1,34,547,3810.28,0.00,273.50,13.93,1042112.68,3.00,57895.15,42,32,145,17,108,315,232,7,true
src/colmap/feature/index.h,21,1,1,5,94,506.88,0.02,47.00,10.78,23823.26,0.28,1323.51,28,10,49,13,29,52,42,0,false
src/colmap/feature/pairing_test.cc,585,423,418,42,6024,44107.29,0.00,3012.00,14.64,132851172.07,3.00,7380620.67,30,70,615,24,136,3910,2114,22,true
src/colmap/feature/pairing.cc,680,267,197,95,4637,38713.05,0.00,2318.50,16.70,89756212.11,3.00,4986456.23,51,120,731,43,283,3039,1598,132,true
src/colmap/feature/types.h,48,1,1,11,251,1430.81,0.01,125.50,11.40,179566.70,1.06,9975.93,35,17,83,11,41,145,106,2,true
src/colmap/feature/utils.cc,63,30,23,25,568,3630.84,0.00,284.00,12.78,1031157.51,3.00,57286.53,28,14,91,25,59,371,197,10,true
src/colmap/feature/utils.h,13,1,1,6,62,301.19,0.03,31.00,9.72,9337.04,0.15,518.72,38,9,51,11,18,35,27,0,true
src/colmap/feature/pairing.h,207,1,1,20,1181,8570.98,0.00,590.50,14.51,5061160.76,3.00,281175.60,98,103,305,17,136,730,451,7,true
src/colmap/feature/sift.cc,1189,287,155,142,8175,72540.41,0.00,4087.50,17.75,296508907.97,3.00,16472717.11,99,223,1288,38,431,5196,2979,227,true
src/colmap/feature/sift.h,42,1,1,6,186,1165.62,0.01,93.00,12.53,108402.87,0.76,6022.38,85,28,127,15,62,106,80,7,true
src/colmap/feature/types_test.cc,188,82,82,21,2352,14267.44,0.00,1176.00,12.13,16778511.53,3.00,932139.53,28,21,216,18,49,1468,884,3,false
src/colmap/geometry/rigid3.cc,17,8,8,5,130,666.81,0.02,65.00,10.26,43342.44,0.41,2407.91,28,6,45,12,23,85,45,1,true
src/colmap/geometry/triangulation.cc,146,70,59,37,1160,8066.87,0.00,580.00,13.91,4678783.28,3.00,259932.40,33,32,179,28,96,728,432,14,true
src/colmap/geometry/normalization.h,12,1,1,2,55,252.17,0.04,27.50,9.17,6934.76,0.12,385.26,30,6,42,10,14,38,17,1,false
src/colmap/geometry/homography_matrix.cc,185,47,38,32,1747,12727.60,0.00,873.50,14.57,11117556.57,3.00,617642.03,45,37,230,33,123,1086,661,17,true
src/colmap/geometry/essential_matrix_test.cc,126,66,63,39,1412,9339.97,0.00,706.00,13.23,6594019.03,3.00,366334.39,29,24,155,22,76,860,552,13,true
src/colmap/geometry/normalization_test.cc,48,33,33,8,596,3310.53,0.00,298.00,11.11,986539.42,3.00,54807.75,28,10,76,15,32,376,220,4,false
src/colmap/geometry/essential_matrix.cc,109,23,18,23,995,6836.01,0.00,497.50,13.74,3400916.42,3.00,188939.80,30,28,139,29,88,612,383,8,true
src/colmap/geometry/gps.h,46,1,1,11,257,1450.47,0.01,128.50,11.29,186385.53,1.09,10354.75,45,17,91,12,38,173,84,2,true
src/colmap/geometry/triangulation.h,34,1,1,7,202,1102.81,0.01,101.00,10.92,111383.32,0.77,6187.96,74,11,108,12,32,121,81,1,true
src/colmap/geometry/pose_prior.h,49,14,14,8,315,1829.32,0.01,157.50,11.61,288117.40,1.45,16006.52,28,14,77,22,34,199,116,4,true
src/colmap/geometry/rigid3_test.cc,192,39,36,32,1860,12998.95,0.00,930.00,13.98,12089026.77,3.00,671612.60,49,30,241,18,109,1124,736,27,true
src/colmap/geometry/homography_matrix_test.cc,128,25,19,31,1229,8670.94,0.00,614.50,14.11,5328293.93,3.00,296016.33,33,30,161,25,108,742,487,16,true
src/colmap/geometry/sim3_matchers.h,68,24,18,15,477,2913.77,0.00,238.50,12.22,694933.23,2.62,38607.40,30,15,98,21,48,305,172,8,true
src/colmap/geometry/homography_matrix.h,27,1,1,4,167,869.98,0.01,83.50,10.42,72643.22,0.58,4035.73,68,9,95,12,25,104,63,3,true
src/colmap/geometry/normalization.cc,52,26,25,17,491,2911.99,0.00,245.50,11.86,714894.04,2.67,39716.34,28,11,80,23,38,314,177,2,false
src/colmap/geometry/gps.cc,242,21,7,41,2684,20496.70,0.00,1342.00,15.27,27506572.05,3.00,1528142.89,62,70,304,30,169,1675,1009,34,true
src/colmap/geometry/gps_test.cc,314,11,1,17,3139,22077.91,0.00,1569.50,14.07,34651287.28,3.00,1925071.52,74,70,388,18,113,1820,1319,28,true
src/colmap/geometry/rigid3.h,92,6,6,19,880,5669.79,0.00,440.00,12.89,2494707.72,3.00,138594.87,64,21,156,23,64,531,349,5,true
src/colmap/geometry/triangulation_test.cc,187,99,92,34,1765,11945.85,0.00,882.50,13.54,10542208.51,3.00,585678.25,31,24,218,21,88,1082,683,20,true
src/colmap/geometry/rigid3_matchers.h,59,19,15,13,405,2430.00,0.00,202.50,12.00,492075.00,2.08,27337.50,30,15,89,20,44,254,151,6,true
src/colmap/geometry/pose_test.cc,153,51,50,32,1512,10045.51,0.00,756.00,13.29,7594405.98,3.00,421911.44,28,37,181,20,80,939,573,11,true
src/colmap/geometry/pose.cc,121,51,41,38,1017,7164.15,0.00,508.50,14.09,3642969.67,3.00,202387.20,28,26,149,32,100,651,366,18,true
src/colmap/geometry/essential_matrix.h,32,1,1,9,225,1242.80,0.01,112.50,11.05,139815.16,0.90,7767.51,92,14,124,12,34,134,91,1,true
src/colmap/geometry/pose_prior.cc,12,3,3,4,79,379.78,0.03,39.50,9.61,15001.35,0.20,833.41,28,4,40,11,17,50,29,0,true
src/colmap/geometry/sim3.cc,35,11,11,14,290,1653.13,0.01,145.00,11.40,239703.49,1.29,13316.86,29,8,64,14,38,185,105,1,true
src/colmap/geometry/pose_prior_test.cc,29,1,1,7,181,963.27,0.01,90.50,10.64,87175.84,0.66,4843.10,28,6,57,13,27,108,73,2,false
src/colmap/geometry/pose.h,31,1,1,9,180,1015.89,0.01,90.00,11.29,91430.47,0.68,5079.47,64,14,95,12,38,111,69,1,true
src/colmap/geometry/rigid3_matchers_test.cc,44,22,22,14,406,2357.79,0.00,203.00,11.61,478630.58,2.04,26590.59,28,10,72,17,39,250,156,2,true
src/colmap/geometry/sim3_test.cc,127,41,38,25,1062,7009.11,0.00,531.00,13.20,3721836.05,3.00,206768.67,28,20,155,19,78,652,410,20,true
src/colmap/geometry/sim3.h,63,1,1,16,485,2962.63,0.00,242.50,12.22,718438.83,2.67,39913.27,47,16,110,23,46,292,193,3,true
src/colmap/geometry/sim3_matchers_test.cc,54,23,23,14,483,2829.40,0.00,241.50,11.72,683301.26,2.59,37961.18,28,10,82,17,41,297,186,2,true
doc/sample-project/hello_world.cc,13,1,1,6,88,447.70,0.02,44.00,10.17,19698.66,0.24,1094.37,0,5,13,15,19,57,31,1,false
