File,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOComment,lOBlank,LOCodeAndCOmment,uniq_Op,Uniq_Opnd,total_Op,total_Opnd,branchCount,defects
src/jdk.attach/windows/native/libattach/AttachProviderImpl.c,124,21,4,15,641,4201.49,0.00,320.50,13.11,1346578.01,3.00,74809.89,48,13,172,25,69,388,253,37,false
src/jdk.attach/windows/native/libattach/VirtualMachineImpl.c,441,97,42,55,2519,20541.99,0.00,1259.50,16.31,25872632.40,3.00,1437368.47,165,85,606,38,247,1562,957,102,true
src/jdk.attach/macosx/native/libattach/VirtualMachineImpl.c,218,64,32,33,1343,9962.18,0.00,671.50,14.84,6689601.14,3.00,371644.51,102,41,320,30,141,819,524,64,true
src/jdk.attach/aix/native/libattach/VirtualMachineImpl.c,159,41,17,26,950,6702.52,0.00,475.00,14.11,3183696.20,3.00,176872.01,71,24,230,28,105,573,377,45,true
src/jdk.attach/linux/native/libattach/VirtualMachineImpl.c,159,41,17,25,943,6653.13,0.00,471.50,14.11,3136951.43,3.00,174275.08,73,26,232,28,105,568,375,46,true
src/java.base/windows/native/libjli/java_md.h,16,2,2,3,46,213.62,0.04,23.00,9.29,4913.20,0.10,272.96,27,7,43,9,16,24,22,3,false
src/java.base/windows/native/libjli/java_md.c,665,214,118,70,3389,28126.02,0.00,1694.50,16.60,47659534.07,3.00,2647751.89,237,113,902,35,280,2220,1169,202,true
src/java.base/windows/native/libjli/cmdtoargs.c,452,1,1,23,2931,21641.64,0.00,1465.50,14.77,31715819.44,3.00,1761989.97,134,120,586,36,131,1800,1131,128,false
src/java.base/windows/native/libnio/MappedMemoryUtils.c,65,13,6,11,364,2281.11,0.01,182.00,12.53,415162.07,1.86,23064.56,44,11,109,26,51,227,137,14,true
src/java.base/windows/native/libnio/fs/RegistryFileTypeDetector.c,30,3,1,7,180,1075.91,0.01,90.00,11.95,96831.93,0.70,5379.55,24,8,54,18,45,104,76,9,false
src/java.base/windows/native/libnio/fs/WindowsNativeDispatcher.c,1061,316,227,87,6678,58815.52,0.00,3339.00,17.61,196385008.49,3.00,10910278.25,33,176,1094,27,421,3899,2779,141,false
src/java.base/windows/native/libnio/ch/nio_util.h,20,1,1,10,168,975.64,0.01,84.00,11.61,81953.39,0.63,4552.97,31,9,51,12,44,83,85,4,false
src/java.base/windows/native/libnio/ch/Iocp.c,109,16,8,17,613,4017.96,0.00,306.50,13.11,1231505.65,3.00,68416.98,25,21,134,24,70,363,250,17,false
src/java.base/windows/native/libnio/ch/DatagramChannelImpl.c,116,19,5,14,657,4365.01,0.00,328.50,13.29,1433906.94,3.00,79661.50,38,16,154,24,76,394,263,28,true
src/java.base/windows/native/libnio/ch/FileDispatcherImpl.c,638,68,1,40,3358,27175.48,0.00,1679.00,16.19,45627628.37,3.00,2534868.24,36,80,674,34,239,1971,1387,153,false
src/java.base/windows/native/libnio/ch/DatagramDispatcher.c,160,21,3,13,867,5496.65,0.00,433.50,12.68,2382797.75,3.00,132377.65,41,28,201,20,61,513,354,39,false
src/java.base/windows/native/libnio/ch/UnixDomainSockets.c,196,57,27,30,1218,8827.98,0.00,609.00,14.50,5376237.21,3.00,298679.84,36,26,232,26,126,748,470,56,true
src/java.base/windows/native/libnio/ch/WindowsSelectorImpl.c,116,1,1,11,739,4971.93,0.00,369.50,13.46,1837129.32,3.00,102062.74,41,23,157,24,82,441,298,29,true
src/java.base/windows/native/libnio/ch/wepoll.c,1689,369,207,81,8909,83809.35,0.00,4454.50,18.81,373328742.95,3.00,20740485.72,171,423,1860,47,632,5159,3750,317,false
src/java.base/windows/native/libnio/ch/Net.c,642,167,96,49,3915,32527.15,0.00,1957.50,16.62,63671890.85,3.00,3537327.27,66,105,708,33,284,2310,1605,143,true
src/java.base/windows/native/libnio/ch/WindowsAsynchronousSocketChannelImpl.c,164,36,21,15,799,5418.31,0.00,399.50,13.56,2164613.41,3.00,120256.30,25,27,189,17,93,465,334,28,true
src/java.base/windows/native/libnio/ch/FileKey.c,23,1,1,5,123,675.50,0.02,61.50,10.98,41543.12,0.40,2307.95,24,3,47,15,30,70,53,5,false
src/java.base/windows/native/libnio/ch/WEPollNatives.c,59,16,14,9,292,1724.81,0.01,146.00,11.81,251822.56,1.33,13990.14,24,10,83,16,44,150,142,10,false
src/java.base/windows/native/libnio/ch/WindowsAsynchronousFileChannelImpl.c,81,5,1,7,469,2893.69,0.00,234.50,12.34,678571.44,2.57,37698.41,24,18,105,18,54,270,199,15,true
src/java.base/windows/native/libnio/ch/WindowsAsynchronousServerSocketChannelImpl.c,101,20,13,10,471,3072.60,0.00,235.50,13.05,723596.75,2.69,40199.82,25,22,126,18,74,270,201,14,false
src/java.base/windows/native/libnio/ch/SocketDispatcher.c,205,13,1,14,1039,6887.90,0.00,519.50,13.26,3578264.84,3.00,198792.49,45,38,250,29,70,620,419,50,false
src/java.base/windows/native/libnio/ch/wepoll.h,67,1,1,18,288,1804.83,0.01,144.00,12.53,259896.17,1.36,14438.68,59,17,126,12,65,168,120,4,false
src/java.base/windows/native/libnio/ch/IOUtil.c,148,47,33,15,689,4597.30,0.00,344.50,13.34,1583770.22,3.00,87987.23,36,23,184,25,77,400,289,29,false
src/java.base/windows/native/libjimage/osSupport_windows.cpp,63,13,10,14,412,2713.00,0.00,206.00,13.17,558878.94,2.26,31048.83,54,18,117,22,74,253,159,19,false
src/java.base/windows/native/libjava/ProcessHandleImpl_win.c,366,66,17,35,2168,16603.00,0.00,1084.00,15.32,17997654.70,3.00,999869.71,120,44,486,36,166,1324,844,99,true
src/java.base/windows/native/libjava/jdk_util_md.h,11,1,1,2,14,50.19,0.14,7.00,7.17,351.33,0.02,19.52,24,7,35,6,6,6,8,3,false
src/java.base/windows/native/libjava/HostLocaleProviderAdapter_md.c,798,145,75,33,5313,44746.43,0.00,2656.50,16.84,118868891.57,3.00,6603827.31,182,122,980,38,305,3147,2166,173,true
src/java.base/windows/native/libjava/locale_str.h,9,2,2,4,25,95.18,0.08,12.50,7.61,1189.80,0.04,66.10,24,4,33,6,8,12,13,3,false
src/java.base/windows/native/libjava/canonicalize_md.c,272,79,34,16,1551,10803.93,0.00,775.50,13.93,8378448.82,3.00,465469.38,86,40,358,34,91,1015,536,79,true
src/java.base/windows/native/libjava/gdefs_md.h,1,1,1,1,5,11.61,0.40,2.50,4.64,29.02,0.00,1.61,27,2,28,3,2,3,2,3,false
src/java.base/windows/native/libjava/WinCAPISeedGenerator.c,30,8,4,7,170,969.07,0.01,85.00,11.40,82371.35,0.63,4576.19,33,7,63,18,34,105,65,9,false
src/java.base/windows/native/libjava/io_util_md.h,45,18,15,23,307,1951.77,0.01,153.50,12.72,299596.46,1.49,16644.25,55,8,100,13,69,152,155,13,false
src/java.base/windows/native/libjava/java_props_md.c,506,122,47,55,2655,21637.58,0.00,1327.50,16.30,28723885.59,3.00,1595771.42,160,61,666,38,246,1786,869,175,true
src/java.base/windows/native/libjava/JdkConsoleImpl_md.c,27,5,2,5,113,616.92,0.02,56.50,10.92,34855.74,0.36,1936.43,24,4,51,20,24,70,43,7,false
src/java.base/windows/native/libjava/ProcessEnvironment_md.c,21,3,1,5,101,537.51,0.02,50.50,10.64,27144.49,0.30,1508.03,28,4,49,20,20,64,37,8,false
src/java.base/windows/native/libjava/ProcessImpl_md.c,353,66,32,39,1943,15144.55,0.00,971.50,15.59,14712930.35,3.00,817385.02,114,39,467,35,187,1162,781,80,true
src/java.base/windows/native/libjava/VM_md.c,17,5,5,1,72,316.25,0.03,36.00,8.78,11384.89,0.17,632.49,28,10,45,9,12,36,36,7,false
src/java.base/windows/native/libjava/Win32ErrorMode.c,7,4,4,2,34,155.89,0.06,17.00,9.17,2650.11,0.06,147.23,29,2,36,11,13,18,16,3,false
src/java.base/windows/native/libjava/jni_util_md.c,42,12,6,6,211,1236.03,0.01,105.50,11.72,130401.59,0.86,7244.53,26,7,68,22,36,131,80,12,true
src/java.base/windows/native/libjava/jlong_md.h,47,44,44,44,530,3331.26,0.00,265.00,12.57,882784.74,3.00,49043.60,28,11,75,21,57,350,180,3,false
src/java.base/windows/native/libjava/Console_md.c,21,8,6,3,79,414.59,0.03,39.50,10.50,16376.16,0.21,909.79,24,6,45,16,22,46,33,5,false
src/java.base/windows/native/libjava/WinNTFileSystem_md.c,801,205,93,59,4365,36246.00,0.00,2182.50,16.61,79106901.47,3.00,4394827.86,118,94,919,44,272,2676,1689,189,true
src/java.base/windows/native/libjava/FileDescriptor_md.c,43,15,12,10,228,1299.70,0.01,114.00,11.40,148165.83,0.93,8231.43,37,14,80,15,37,130,98,17,true
src/java.base/windows/native/libjava/TimeZone_md.c,369,60,6,31,1989,15246.35,0.00,994.50,15.33,15162498.20,3.00,842361.01,150,54,519,35,168,1271,718,113,true
src/java.base/windows/native/libjava/TimeZone_md.h,5,1,1,3,14,42.00,0.14,7.00,6.00,294.00,0.01,16.33,24,3,29,4,4,9,5,3,false
src/java.base/windows/native/libjava/jni_util_md.h,3,1,1,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24,3,27,0,1,0,2,3,false
src/java.base/windows/native/libjava/jdk_util_md.c,20,10,7,5,106,534.71,0.02,53.00,10.09,28339.41,0.31,1574.41,24,6,44,17,16,67,39,8,false
src/java.base/windows/native/libjava/io_util_md.c,434,95,31,34,2374,18938.06,0.00,1187.00,15.95,22479480.23,3.00,1248860.01,108,53,542,34,218,1483,891,151,true
src/java.base/windows/native/libjava/java_main_md.h,6,1,1,1,5,10.00,0.40,2.50,4.00,25.00,0.00,1.39,24,3,30,0,4,0,5,3,false
src/java.base/windows/native/libnet/NTLMAuthSequence.c,191,18,1,24,1147,8313.37,0.00,573.50,14.50,4767719.33,3.00,264873.30,45,43,236,25,127,707,440,53,true
src/java.base/windows/native/libnet/DefaultProxySelector.c,250,50,14,20,987,6952.82,0.00,493.50,14.09,3431215.19,3.00,190623.07,84,41,334,30,102,632,355,87,false
src/java.base/windows/native/libnet/NetworkInterface.c,503,60,2,41,3190,24716.74,0.00,1595.00,15.50,39423192.63,3.00,2190177.37,144,65,647,31,184,1970,1220,114,true
src/java.base/windows/native/libnet/Inet4AddressImpl.c,344,80,38,54,2098,16563.33,0.00,1049.00,15.79,17374930.72,3.00,965273.93,104,40,448,40,198,1329,769,101,true
src/java.base/windows/native/libnet/Inet6AddressImpl.c,380,77,21,55,2384,18892.75,0.00,1192.00,15.85,22520161.59,3.00,1251120.09,88,42,468,40,203,1501,883,105,true
src/java.base/windows/native/libnet/NTLMAuthentication.c,81,20,8,13,393,2462.85,0.01,196.50,12.53,483949.46,2.05,26886.08,34,16,115,21,56,243,150,25,false
src/java.base/windows/native/libnet/net_util_md.c,421,67,25,41,2401,19803.27,0.00,1200.50,16.50,23773830.39,3.00,1320768.35,139,70,560,39,265,1547,854,115,true
src/java.base/windows/native/libnet/ResolverConfigurationImpl.c,204,17,1,26,1033,7591.24,0.00,516.50,14.70,3920873.49,3.00,217826.30,66,42,270,33,130,638,395,57,false
src/java.base/windows/native/libnet/NetworkInterface.h,9,1,1,1,20,76.15,0.10,10.00,7.61,761.47,0.03,42.30,27,4,36,4,10,7,13,3,true
src/java.base/windows/native/libnet/net_util_md.h,85,12,10,24,706,4893.10,0.00,353.00,13.86,1727264.50,3.00,95959.14,37,27,122,22,100,406,300,11,true
src/java.base/windows/native/include/jni_md.h,10,1,1,2,22,81.41,0.09,11.00,7.40,895.51,0.03,49.75,24,4,34,3,10,7,15,3,true
src/java.base/windows/native/libsyslookup/syslookup.c,58,1,1,2,178,1101.79,0.01,89.00,12.38,98059.20,0.71,5447.73,27,5,85,14,59,118,60,3,false
src/java.base/share/native/libjli/manifest_info.h,96,112,112,65,829,6024.17,0.00,414.50,14.53,2497016.82,3.00,138723.16,73,22,169,18,136,436,393,11,false
src/java.base/share/native/libjli/jli_util.c,183,24,3,17,963,6384.07,0.00,481.50,13.26,3073929.91,3.00,170773.88,43,25,226,27,72,588,375,39,false
src/java.base/share/native/libjli/jli_util.h,92,25,25,57,595,4151.48,0.00,297.50,13.95,1235065.76,3.00,68614.76,34,29,126,11,115,333,262,3,false
src/java.base/share/native/libjli/parse_manifest.c,398,156,96,42,2526,19344.64,0.00,1263.00,15.32,24432283.11,3.00,1357349.06,265,44,663,37,165,1652,874,106,false
src/java.base/share/native/libjli/java.c,1648,383,144,92,9501,85374.48,0.00,4750.50,17.97,405571487.40,3.00,22531749.30,515,224,2163,43,464,6236,3265,487,true
src/java.base/share/native/libjli/args.c,559,9,1,16,1263,9743.09,0.00,631.50,15.43,6152762.65,3.00,341820.15,120,92,679,38,172,770,493,193,true
src/java.base/share/native/libjli/wildcard.h,4,1,1,2,9,25.27,0.22,4.50,5.61,113.70,0.01,6.32,24,3,28,4,3,5,4,3,false
src/java.base/share/native/libjli/emessages.h,53,1,1,1,54,306.31,0.04,27.00,11.34,8270.40,0.14,459.47,29,12,82,0,51,0,54,5,true
src/java.base/share/native/libjli/splashscreen.h,10,1,1,9,61,275.94,0.03,30.50,9.05,8416.09,0.14,467.56,24,1,34,5,18,39,22,3,false
src/java.base/share/native/libjli/java.h,126,14,5,43,645,4668.77,0.00,322.50,14.48,1505678.67,3.00,83648.81,92,39,218,19,132,386,259,13,true
src/java.base/share/native/libjli/splashscreen_stubs.c,48,18,16,9,327,1954.57,0.01,163.50,11.95,319572.28,1.56,17754.02,37,14,85,14,49,213,114,16,false
src/java.base/share/native/libjli/wildcard.c,243,44,22,28,1208,8574.42,0.00,604.00,14.20,5178951.34,3.00,287719.52,117,34,360,35,102,768,440,51,false
src/java.base/share/native/libjli/link_type.c,8,2,2,1,14,50.19,0.14,7.00,7.17,351.33,0.02,19.52,27,3,35,7,5,9,5,5,false
src/java.base/share/native/libzip/Inflater.c,240,41,26,21,1534,10855.84,0.00,767.00,14.15,8326425.54,3.00,462579.20,30,35,270,29,106,887,647,42,true
src/java.base/share/native/libzip/zip_util.c,1176,238,60,69,6904,60351.09,0.00,3452.00,17.48,208331956.03,3.00,11573997.56,338,182,1514,48,380,4298,2606,362,true
src/java.base/share/native/libzip/CRC32.c,37,9,7,5,224,1237.28,0.01,112.00,11.05,138575.12,0.89,7698.62,27,8,64,17,29,119,105,8,false
src/java.base/share/native/libzip/Deflater.c,249,40,22,17,1568,11079.63,0.00,784.00,14.13,8686428.23,3.00,482579.35,29,33,278,31,103,900,668,49,true
src/java.base/share/native/libzip/Adler32.c,33,7,5,5,194,1059.13,0.01,97.00,10.92,102735.58,0.73,5707.53,27,8,60,17,27,103,91,8,false
src/java.base/share/native/libzip/zip_util.h,161,71,71,75,1135,8683.94,0.00,567.50,15.30,4928138.03,3.00,273785.45,90,36,251,16,185,581,554,17,true
src/java.base/share/native/libzip/zlib/gzwrite.c,442,107,8,26,3082,23089.89,0.00,1541.00,14.98,35581522.41,3.00,1976751.24,127,86,569,38,142,1845,1237,177,false
src/java.base/share/native/libzip/zlib/gzguts.h,153,17,5,17,425,3051.46,0.00,212.50,14.36,648435.54,2.50,36024.20,59,26,212,18,127,202,223,40,false
src/java.base/share/native/libzip/zlib/zutil.c,214,12,1,13,1029,7477.52,0.00,514.50,14.53,3847185.76,3.00,213732.54,59,50,273,41,113,637,392,59,true
src/java.base/share/native/libzip/zlib/inffixed.h,84,1,1,1,4368,35553.56,0.00,2184.00,16.28,77648975.71,3.00,4313831.98,30,4,114,7,275,2730,1638,4,true
src/java.base/share/native/libzip/zlib/gzclose.c,12,5,4,3,51,236.84,0.04,25.50,9.29,6039.33,0.11,335.52,30,5,42,13,12,30,21,7,true
src/java.base/share/native/libzip/zlib/crc32.h,9380,1,1,1,38336,186235.56,0.00,19168.00,9.72,3569763203.14,3.00,198320177.95,26,64,9406,10,19,38173,163,17,true
src/java.base/share/native/libzip/zlib/uncompr.c,53,1,1,4,344,2101.33,0.01,172.00,12.22,361429.18,1.69,20079.40,43,13,96,26,43,198,146,22,false
src/java.base/share/native/libzip/zlib/compress.c,42,1,1,4,305,1856.68,0.01,152.50,12.17,283143.12,1.44,15730.17,44,13,86,23,45,173,132,18,true
src/java.base/share/native/libzip/zlib/inftrees.c,169,1,1,1,1260,9144.31,0.00,630.00,14.51,5760914.47,3.00,320050.80,121,33,290,42,111,766,494,86,true
src/java.base/share/native/libzip/zlib/gzread.c,395,80,1,14,2638,18992.74,0.00,1319.00,14.40,25051418.32,3.00,1391745.46,152,79,547,41,106,1610,1028,180,false
src/java.base/share/native/libzip/zlib/zcrc32.c,702,1,1,12,3831,29393.06,0.00,1915.50,15.34,56302409.27,3.00,3127911.63,260,111,962,46,158,2290,1541,231,true
src/java.base/share/native/libzip/zlib/deflate.h,187,1,1,15,959,7351.06,0.00,479.50,15.33,3524831.90,3.00,195823.99,149,65,336,25,178,468,491,36,true
src/java.base/share/native/libzip/zlib/trees.h,120,1,1,1,4892,40949.40,0.00,2446.00,16.74,100162239.23,3.00,5564568.85,24,8,144,9,322,3404,1488,3,true
src/java.base/share/native/libzip/zlib/zconf.h,437,107,74,6,1048,9016.60,0.00,524.00,17.21,4724698.61,3.00,262483.26,84,46,521,17,372,389,659,58,true
src/java.base/share/native/libzip/zlib/inffast.c,253,1,1,3,1369,9115.09,0.00,684.50,13.32,6239280.15,3.00,346626.67,74,17,327,36,65,905,464,90,true
src/java.base/share/native/libzip/zlib/infback.c,480,1,1,20,2993,22812.80,0.00,1496.50,15.24,34139356.84,3.00,1896630.94,121,51,601,44,153,1879,1114,150,true
src/java.base/share/native/libzip/zlib/inftrees.h,16,1,1,3,61,305.00,0.03,30.50,10.00,9302.50,0.15,516.81,63,7,79,8,24,27,34,9,true
src/java.base/share/native/libzip/zlib/inflate.h,74,1,1,1,172,1116.60,0.01,86.00,12.98,96027.49,0.70,5334.86,68,8,142,8,82,83,89,48,true
src/java.base/share/native/libzip/zlib/deflate.c,1371,118,1,38,10480,90473.79,0.00,5240.00,17.27,474082657.85,3.00,26337925.44,573,219,1944,48,349,6235,4245,510,true
src/java.base/share/native/libzip/zlib/inflate.c,1144,90,1,27,7604,63002.20,0.00,3802.00,16.57,239534358.59,3.00,13307464.37,307,99,1451,49,263,4656,2948,411,true
src/java.base/share/native/libzip/zlib/trees.c,670,1,1,18,5554,45121.37,0.00,2777.00,16.25,125302043.84,3.00,6961224.66,321,150,991,46,233,3322,2232,227,true
src/java.base/share/native/libzip/zlib/inffast.h,1,1,1,2,9,28.53,0.22,4.50,6.34,128.38,0.01,7.13,31,3,32,4,5,4,5,3,true
src/java.base/share/native/libzip/zlib/zlib.h,313,13,10,113,1894,15621.57,0.00,947.00,16.50,14793631.25,3.00,821868.40,1356,293,1669,19,285,874,1020,369,true
src/java.base/share/native/libzip/zlib/zutil.h,181,92,66,25,905,6871.17,0.00,452.50,15.18,3109206.06,3.00,172733.67,53,44,234,29,164,498,407,44,true
src/java.base/share/native/libzip/zlib/gzlib.c,430,99,27,21,2364,17804.19,0.00,1182.00,15.06,21044547.58,3.00,1169141.53,102,74,532,42,143,1443,921,159,false
src/java.base/share/native/libzip/zlib/zadler32.c,122,20,1,9,767,4835.00,0.00,383.50,12.61,1854222.44,3.00,103012.36,46,20,168,31,48,460,307,46,true
src/java.base/share/native/libnio/ch/nio.h,7,7,7,7,24,91.38,0.08,12.00,7.61,1096.52,0.04,60.92,24,2,31,2,12,12,12,3,false
src/java.base/share/native/libnio/ch/NativeSocketAddress.c,63,23,23,2,266,1452.21,0.01,133.00,10.92,193143.77,1.11,10730.21,25,14,88,9,35,129,137,3,false
src/java.base/share/native/libnio/nio_util.c,12,4,3,2,49,227.55,0.04,24.50,9.29,5574.95,0.10,309.72,24,4,36,12,13,32,17,4,false
src/java.base/share/native/launcher/defines.h,36,1,1,3,82,394.20,0.02,41.00,9.61,16162.33,0.21,897.91,30,9,66,8,20,43,39,4,true
src/java.base/share/native/launcher/main.c,98,9,1,20,542,3631.64,0.00,271.00,13.40,984173.99,3.00,54676.33,45,16,143,27,77,343,199,22,true
src/java.base/share/native/libverify/check_code.c,3434,398,1,78,20525,195711.53,0.00,10262.50,19.07,2008489546.92,3.00,111582752.61,509,448,3943,49,693,12744,7781,944,true
src/java.base/share/native/libjimage/endian.hpp,61,1,1,7,448,2460.35,0.00,224.00,10.98,551118.44,2.24,30617.69,53,17,114,13,32,230,218,5,true
src/java.base/share/native/libjimage/osSupport.hpp,43,1,1,10,163,938.05,0.01,81.50,11.51,76450.80,0.60,4247.27,59,14,102,15,39,89,74,2,true
src/java.base/share/native/libjimage/imageDecompressor.cpp,268,1,1,19,1719,12836.81,0.00,859.50,14.94,11033241.58,3.00,612957.87,82,20,350,37,140,1054,665,45,true
src/java.base/share/native/libjimage/endian.cpp,59,40,39,4,651,3692.75,0.00,325.50,11.34,1201989.77,3.00,66777.21,36,14,95,19,32,404,247,32,false
src/java.base/share/native/libjimage/imageFile.cpp,345,110,60,52,2403,18553.80,0.00,1201.50,15.44,22292392.32,3.00,1238466.24,182,47,527,37,174,1563,840,133,true
src/java.base/share/native/libjimage/jimage.hpp,36,1,1,15,249,1398.06,0.01,124.50,11.23,174058.81,1.04,9669.93,131,26,167,6,43,140,109,5,true
src/java.base/share/native/libjimage/imageDecompressor.hpp,63,1,1,12,333,2161.79,0.01,166.50,12.98,359937.55,1.69,19996.53,96,12,159,17,73,188,145,11,true
src/java.base/share/native/libjimage/imageFile.hpp,234,39,38,49,1330,10047.60,0.00,665.00,15.11,6681656.11,3.00,371203.12,268,83,502,33,155,789,541,63,true
src/java.base/share/native/libjimage/inttypes.hpp,16,1,1,1,34,125.81,0.06,17.00,7.40,2138.85,0.06,118.83,30,3,46,2,11,11,23,0,true
src/java.base/share/native/libjimage/jimage.cpp,79,12,7,17,533,3541.18,0.00,266.50,13.29,943723.23,3.00,52429.07,129,18,208,28,72,328,205,18,false
src/java.base/share/native/libjimage/NativeImageBuffer.cpp,21,7,6,7,84,440.83,0.02,42.00,10.50,18514.69,0.23,1028.59,30,8,51,16,22,51,33,2,true
src/java.base/share/native/libjava/StackFrameInfo.c,9,2,2,2,30,131.77,0.07,15.00,8.78,1976.54,0.05,109.81,24,4,33,10,11,16,14,3,false
src/java.base/share/native/libjava/Executable.c,13,5,5,3,44,186.91,0.05,22.00,8.50,4111.99,0.09,228.44,24,3,37,8,11,22,22,3,false
src/java.base/share/native/libjava/CDS.c,38,12,12,9,183,986.79,0.01,91.50,10.78,90291.66,0.67,5016.20,24,9,62,8,34,89,94,8,true
src/java.base/share/native/libjava/jni_util.c,1033,252,129,93,6484,53134.80,0.00,3242.00,16.39,172263032.77,3.00,9570168.49,87,133,1120,40,253,4268,2216,294,true
src/java.base/share/native/libjava/ThreadSnapshot.c,8,3,3,2,25,104.25,0.08,12.50,8.34,1303.10,0.04,72.39,24,4,32,8,10,12,13,3,false
src/java.base/share/native/libjava/NativeLibraries.c,206,39,12,32,1136,7913.13,0.00,568.00,13.93,4494658.38,3.00,249703.24,53,25,259,29,96,719,417,59,false
src/java.base/share/native/libjava/Thread.c,45,9,8,6,291,1697.37,0.01,145.50,11.67,246967.48,1.31,13720.42,25,8,70,14,43,213,78,4,false
src/java.base/share/native/libjava/Finalizer.c,10,4,4,3,43,188.87,0.05,21.50,8.78,4060.70,0.08,225.59,24,4,34,8,13,21,22,5,false
src/java.base/share/native/libjava/Object.c,17,6,5,3,61,299.32,0.03,30.50,9.81,9129.27,0.15,507.18,29,5,46,15,15,39,22,5,false
src/java.base/share/native/libjava/Throwable.c,11,2,2,2,37,169.64,0.05,18.50,9.17,3138.41,0.07,174.36,35,5,46,11,13,19,18,3,false
src/java.base/share/native/libjava/io_util.c,164,47,20,21,861,5589.49,0.00,430.50,12.98,2406273.51,3.00,133681.86,34,21,198,28,62,555,306,56,true
src/java.base/share/native/libjava/RawNativeLibraries.c,53,16,9,10,259,1483.53,0.01,129.50,11.46,192117.32,1.11,10673.18,34,12,87,17,36,158,101,12,false
src/java.base/share/native/libjava/StackStreamFactory.c,33,7,7,4,180,1015.89,0.01,90.00,11.29,91430.47,0.68,5079.47,47,8,80,13,37,83,97,3,false
src/java.base/share/native/libjava/System.c,191,46,26,26,1311,10011.61,0.00,655.50,15.27,6562613.55,3.00,364589.64,85,43,276,25,174,786,525,40,true
src/java.base/share/native/libjava/Class.c,132,25,15,20,775,5362.12,0.00,387.50,13.84,2077821.12,3.00,115434.51,31,23,163,26,95,510,265,20,false
src/java.base/share/native/libjava/Module.c,36,6,6,6,169,899.41,0.01,84.50,10.64,75999.79,0.60,4222.21,24,7,60,10,30,79,90,3,false
src/java.base/share/native/libjava/RandomAccessFile.c,116,42,24,13,639,4188.38,0.00,319.50,13.11,1338188.14,3.00,74343.79,27,23,143,22,72,373,266,34,false
src/java.base/share/native/libjava/Signal.c,34,9,7,9,174,966.50,0.01,87.00,11.11,84085.37,0.64,4671.41,25,5,59,15,32,100,74,7,false
src/java.base/share/native/libjava/LambdaProxyClassArchive.c,30,4,4,3,103,489.75,0.02,51.50,9.51,25222.30,0.29,1401.24,24,4,54,8,19,45,58,3,false
src/java.base/share/native/libjava/FileInputStream.c,95,32,21,13,554,3450.77,0.00,277.00,12.46,955862.06,3.00,53103.45,33,21,128,18,57,323,231,29,false
src/java.base/share/native/libjava/Float.c,23,1,1,1,84,390.08,0.02,42.00,9.29,16383.52,0.22,910.20,30,4,53,10,15,44,40,3,false
src/java.base/share/native/libjava/Array.c,144,18,18,8,772,4852.33,0.00,386.00,12.57,1872999.58,3.00,104055.53,41,23,185,10,68,357,415,4,false
src/java.base/share/native/libjava/io_util.h,59,17,11,21,407,2527.25,0.00,203.50,12.42,514294.87,2.14,28571.94,57,13,116,20,54,223,184,18,false
src/java.base/share/native/libjava/jni_util.h,256,78,54,53,1256,9162.04,0.00,628.00,14.59,5753763.42,3.00,319653.52,156,66,412,16,141,717,539,37,true
src/java.base/share/native/libjava/Shutdown.c,14,3,3,3,38,161.42,0.05,19.00,8.50,3067.00,0.07,170.39,24,4,38,7,12,19,19,3,false
src/java.base/share/native/libjava/Double.c,27,1,1,3,93,447.08,0.02,46.50,9.61,20789.41,0.25,1154.97,30,4,57,11,17,48,45,3,false
src/java.base/share/native/libjava/VMSupport.c,15,5,5,3,45,197.65,0.04,22.50,8.78,4447.22,0.09,247.07,24,4,39,8,13,22,23,3,true
src/java.base/share/native/libjava/NullPointerException.c,8,3,3,2,22,89.92,0.09,11.00,8.17,989.17,0.03,54.95,25,3,33,8,9,11,11,3,false
src/java.base/share/native/libjava/TimeZone.c,36,3,1,8,154,813.95,0.01,77.00,10.57,62674.30,0.53,3481.91,33,10,69,14,25,93,61,7,false
src/java.base/share/native/libjava/PhantomReference.c,12,4,4,3,47,203.13,0.04,23.50,8.64,4773.57,0.09,265.20,24,3,36,8,12,23,24,3,false
src/java.base/share/native/libjava/Continuation.c,8,2,2,2,20,78.14,0.10,10.00,7.81,781.38,0.03,43.41,30,3,38,7,8,10,10,3,true
src/java.base/share/native/libjava/check_version.c,8,2,2,1,17,68.00,0.12,8.50,8.00,578.00,0.02,32.11,24,2,32,8,8,9,8,3,false
src/java.base/share/native/libjava/ub.h,14,10,8,4,40,152.29,0.05,20.00,7.61,3045.88,0.07,169.22,29,4,43,6,8,23,17,5,false
src/java.base/share/native/libjava/Runtime.c,29,10,10,6,93,437.14,0.02,46.50,9.40,20327.05,0.25,1129.28,35,8,64,8,18,49,44,3,false
src/java.base/share/native/libjava/jdk_util.h,14,1,1,2,18,68.53,0.11,9.00,7.61,616.79,0.02,34.27,33,7,47,7,7,9,9,4,false
src/java.base/share/native/libjava/NativeAccessors.c,13,5,5,3,65,298.02,0.03,32.50,9.17,9685.73,0.15,538.10,24,2,37,8,16,30,35,3,false
